customer_id,customer_name,city,state,signup_date
2090,Customer #2090,Rio De Janeiro,RJ,2017-01-23
2091,Customer #2091,Santos,SP,2018-03-22
2092,Customer #2092,Macae,RJ,2018-07-13
2093,Customer #2093,Cacoal,RO,2018-07-06
2094,Customer #2094,Itanhandu,MG,2018-04-02
2095,Customer #2095,Sao Lourenco,MG,2018-05-14
2096,Customer #2096,Sao Paulo,SP,2018-03-12
2097,Customer #2097,Sao Goncalo,RJ,2018-05-03
2098,Customer #2098,Itaguai,RJ,2018-05-20
2099,Customer #2099,Rio De Janeiro,RJ,2017-09-06
2100,Customer #2100,Sao Paulo,SP,2018-07-05
2101,Customer #2101,Itapevi,SP,2017-09-14
2102,Customer #2102,Porto Alegre,RS,2017-07-07
2103,Customer #2103,Artur Nogueira,SP,2018-08-01
2104,Customer #2104,Araraquara,SP,2018-05-17
2105,Customer #2105,Indaial,SC,2018-05-13
2106,Customer #2106,Fortaleza,CE,2017-12-02
2107,Customer #2107,Niteroi,RJ,2018-02-28
2108,Customer #2108,Juiz De Fora,MG,2017-12-12
2109,Customer #2109,Marica,RJ,2018-04-21
2110,Customer #2110,Sao Bernardo Do Campo,SP,2017-08-25
2111,Customer #2111,Sao Vicente,SP,2017-12-17
2112,Customer #2112,Sao Paulo,SP,2017-07-05
2113,Customer #2113,Rio De Janeiro,RJ,2017-04-25
2114,Customer #2114,Recife,PE,2017-11-23
2115,Customer #2115,Belo Horizonte,MG,2017-10-23
2116,Customer #2116,Parnaiba,PI,2018-06-16
2117,Customer #2117,Canapolis,MG,2017-11-24
2118,Customer #2118,Campinas,SP,2017-11-28
2119,Customer #2119,Araruama,RJ,2017-11-09
2120,Customer #2120,Capitao Leonidas Marques,PR,2018-01-28
2121,Customer #2121,Sao Paulo,SP,2018-04-28
2122,Customer #2122,Brasilia,DF,2018-04-12
2123,Customer #2123,Assis,SP,2017-05-15
2124,Customer #2124,Jundiai,SP,2017-05-15
2125,Customer #2125,Queimadas,PB,2018-07-12
2126,Customer #2126,Rio De Janeiro,RJ,2018-03-15
2127,Customer #2127,Jundiai,SP,2017-07-28
2128,Customer #2128,Sao Paulo,SP,2017-10-18
2129,Customer #2129,Sao Paulo,SP,2018-03-06
2130,Customer #2130,Valparaiso De Goias,GO,2018-02-01
2131,Customer #2131,Porto Alegre,RS,2018-04-20
2132,Customer #2132,Assis,SP,2017-08-16
2133,Customer #2133,Sao Paulo,SP,2017-12-08
2134,Customer #2134,Rio De Janeiro,RJ,2018-01-03
2135,Customer #2135,Belo Horizonte,MG,2018-02-27
2136,Customer #2136,Belo Horizonte,MG,2017-08-24
2137,Customer #2137,Lauro De Freitas,BA,2018-03-08
2138,Customer #2138,Serra,ES,2017-09-25
2139,Customer #2139,Fortaleza,CE,2018-02-18
2140,Customer #2140,Farroupilha,RS,2018-04-12
2141,Customer #2141,Contagem,MG,2017-03-10
2142,Customer #2142,Americana,SP,2017-08-09
2143,Customer #2143,Santo Andre,SP,2017-10-15
2144,Customer #2144,Porto Alegre,RS,2017-10-09
2145,Customer #2145,Sao Paulo,SP,2017-12-18
2146,Customer #2146,Anicuns,GO,2018-04-17
2147,Customer #2147,Brasilia,DF,2018-02-05
2148,Customer #2148,Santos,SP,2018-04-08
2149,Customer #2149,Brasilia,DF,2017-09-07
2150,Customer #2150,Sao Paulo,SP,2018-02-03
2151,Customer #2151,Campo Grande,MS,2018-01-17
2152,Customer #2152,Curitiba,PR,2017-01-05
2153,Customer #2153,Natal,RN,2018-05-26
2154,Customer #2154,Sao Paulo,SP,2017-11-25
2155,Customer #2155,Ourinhos,SP,2017-02-19
2156,Customer #2156,Ituiutaba,MG,2018-01-27
2157,Customer #2157,Sao Goncalo,RJ,2017-11-15
2158,Customer #2158,Xaxim,SC,2018-05-10
2159,Customer #2159,Belo Horizonte,MG,2017-03-24
2160,Customer #2160,Corumba,MS,2018-03-27
2161,Customer #2161,Foz Do Iguacu,PR,2018-06-23
2162,Customer #2162,Rio De Janeiro,RJ,2017-03-20
2163,Customer #2163,Belo Horizonte,MG,2018-01-29
2164,Customer #2164,Diadema,SP,2018-07-23
2165,Customer #2165,Lencois Paulista,SP,2017-10-29
2166,Customer #2166,Sao Paulo,SP,2018-08-15
2167,Customer #2167,Canoas,RS,2017-11-16
2168,Customer #2168,Salvador,BA,2018-03-18
2169,Customer #2169,Sao Paulo,SP,2018-04-21
2170,Customer #2170,Sao Paulo,SP,2018-08-24
2171,Customer #2171,Sao Jose Dos Campos,SP,2018-05-10
2172,Customer #2172,Sao Paulo,SP,2017-09-10
2173,Customer #2173,Ribeirao Preto,SP,2017-02-05
2174,Customer #2174,Sao Paulo,SP,2018-04-12
2175,Customer #2175,Sao Paulo,SP,2017-12-08
2176,Customer #2176,Rio De Janeiro,RJ,2017-12-04
2177,Customer #2177,Sao Paulo,SP,2017-10-13
2178,Customer #2178,Salvador,BA,2018-03-22
2179,Customer #2179,Sao Paulo,SP,2018-07-17
2180,Customer #2180,Juiz De Fora,MG,2018-08-20
2181,Customer #2181,Sao Paulo,SP,2018-04-09
2182,Customer #2182,Mogi Das Cruzes,SP,2017-11-27
2183,Customer #2183,Caceres,MT,2017-10-12
2184,Customer #2184,Niteroi,RJ,2018-06-14
2185,Customer #2185,Rio De Janeiro,RJ,2018-01-02
2186,Customer #2186,Brasilia,DF,2018-04-12
2187,Customer #2187,Mafra,SC,2018-05-15
2188,Customer #2188,Porto Alegre,RS,2017-10-21
2189,Customer #2189,Indaiatuba,SP,2018-01-15
2190,Customer #2190,Cajamar,SP,2017-11-20
2191,Customer #2191,Osasco,SP,2017-07-08
2192,Customer #2192,Rio De Janeiro,RJ,2017-10-31
2193,Customer #2193,Nova Friburgo,RJ,2017-11-28
2194,Customer #2194,Gurupi,TO,2017-12-28
2195,Customer #2195,Bastos,SP,2018-04-26
2196,Customer #2196,Campinas,SP,2017-10-04
2197,Customer #2197,Paraiba Do Sul,RJ,2018-03-16
2198,Customer #2198,Porto Alegre,RS,2018-04-20
2199,Customer #2199,Unai,MG,2017-05-07
2200,Customer #2200,Mogi Das Cruzes,SP,2018-02-14
2201,Customer #2201,Jaru,RO,2018-03-02
2202,Customer #2202,Contagem,MG,2018-03-06
2203,Customer #2203,Belo Horizonte,MG,2017-04-23
2204,Customer #2204,Macapa,AP,2018-01-18
2205,Customer #2205,Lagoa Da Prata,MG,2017-03-30
2206,Customer #2206,Rio De Janeiro,RJ,2018-05-09
2207,Customer #2207,Araruama,RJ,2018-01-26
2208,Customer #2208,Ponta Grossa,PR,2018-04-26
2209,Customer #2209,Sao Paulo,SP,2018-08-06
2210,Customer #2210,Belo Horizonte,MG,2017-12-19
2211,Customer #2211,Diadema,SP,2017-06-24
2212,Customer #2212,Valenca,RJ,2017-09-23
2213,Customer #2213,Coronel Fabriciano,MG,2017-07-01
2214,Customer #2214,Niteroi,RJ,2017-09-16
2215,Customer #2215,Salvador,BA,2017-06-18
2216,Customer #2216,Ribeirao Preto,SP,2017-04-07
2217,Customer #2217,Mineiros,GO,2017-07-26
2218,Customer #2218,Rondon,PR,2018-03-08
2219,Customer #2219,Juiz De Fora,MG,2017-05-18
2220,Customer #2220,Novo Hamburgo,RS,2017-06-30
2221,Customer #2221,Franca,SP,2017-03-05
2222,Customer #2222,Glicerio,RJ,2017-09-18
2223,Customer #2223,Rio De Janeiro,RJ,2018-01-02
2224,Customer #2224,Jaguariuna,SP,2018-05-15
2225,Customer #2225,Caxias Do Sul,RS,2017-09-21
2226,Customer #2226,Sao Paulo,SP,2018-08-19
2227,Customer #2227,Cambe,PR,2017-07-05
2228,Customer #2228,Sao Jose Dos Campos,SP,2018-05-28
2229,Customer #2229,Teresopolis,RJ,2017-01-20
2230,Customer #2230,Niteroi,RJ,2018-02-28
2231,Customer #2231,Sao Paulo,SP,2018-03-31
2232,Customer #2232,Limeira,SP,2018-07-08
2233,Customer #2233,Sao Jose Dos Campos,SP,2018-01-22
2234,Customer #2234,Camaqua,RS,2017-11-25
2235,Customer #2235,Curitiba,PR,2017-12-11
2236,Customer #2236,Sao Carlos,SP,2017-08-31
2237,Customer #2237,Barbacena,MG,2017-02-08
2238,Customer #2238,Sertaozinho,SP,2017-11-29
2239,Customer #2239,Curitiba,PR,2017-09-21
2240,Customer #2240,Brasilia,DF,2017-10-08
2241,Customer #2241,Belo Horizonte,MG,2018-03-01
2242,Customer #2242,Atibaia,SP,2017-07-26
2243,Customer #2243,Campinas,SP,2018-06-25
2244,Customer #2244,Mirante Da Serra,RO,2017-10-28
2245,Customer #2245,Sao Vicente,SP,2018-04-23
2246,Customer #2246,Valenca,RJ,2018-01-17
2247,Customer #2247,Paracatu,MG,2017-07-29
2248,Customer #2248,Joinville,SC,2018-01-20
2249,Customer #2249,Goiania,GO,2018-08-06
2250,Customer #2250,Rio De Janeiro,RJ,2018-03-26
2251,Customer #2251,Sao Sebastiao Da Boa Vista,PA,2018-03-09
2252,Customer #2252,Uberlandia,MG,2018-04-27
2253,Customer #2253,Santa Rosa,RS,2018-01-02
2254,Customer #2254,Curitiba,PR,2018-08-14
2255,Customer #2255,Santa Maria,RS,2017-04-09
2256,Customer #2256,Igarata,SP,2018-01-14
2257,Customer #2257,Itaporanga,SP,2017-11-26
2258,Customer #2258,Niteroi,RJ,2018-08-07
2259,Customer #2259,Dois Vizinhos,PR,2018-01-25
2260,Customer #2260,Nova Serrana,MG,2017-04-11
2261,Customer #2261,Rio De Janeiro,RJ,2017-05-14
2262,Customer #2262,Teresina,PI,2018-06-05
2263,Customer #2263,Botucatu,SP,2017-07-27
2264,Customer #2264,Cachoeiro De Itapemirim,ES,2018-04-07
2265,Customer #2265,Agua Branca,PB,2017-07-19
2266,Customer #2266,Porto Alegre,RS,2018-03-31
2267,Customer #2267,Pelotas,RS,2017-08-09
2268,Customer #2268,Colombo,PR,2018-02-28
2269,Customer #2269,Araraquara,SP,2018-05-02
2270,Customer #2270,Brasilia,DF,2017-06-23
2271,Customer #2271,Alta Floresta,MT,2017-10-13
2272,Customer #2272,Sao Paulo,SP,2018-03-15
2273,Customer #2273,Rio De Janeiro,RJ,2018-01-10
2274,Customer #2274,Simonesia,MG,2018-04-17
2275,Customer #2275,Fortaleza,CE,2017-10-24
2276,Customer #2276,Santo Andre,SP,2018-01-18
2277,Customer #2277,Niteroi,RJ,2018-05-27
2278,Customer #2278,Palma Sola,SC,2018-06-04
2279,Customer #2279,Pato Branco,PR,2018-07-09
2280,Customer #2280,Sao Paulo,SP,2017-09-12
2281,Customer #2281,Sao Paulo,SP,2018-07-23
2282,Customer #2282,Bocaiuva,MG,2018-05-18
2283,Customer #2283,Rio De Janeiro,RJ,2018-02-22
2284,Customer #2284,Sao Paulo,SP,2017-12-30
2285,Customer #2285,Osasco,SP,2017-08-30
2286,Customer #2286,Cuiaba,MT,2018-05-14
2287,Customer #2287,Aparecida De Sao Manuel,SP,2017-12-30
2288,Customer #2288,Sao Paulo,SP,2017-09-28
2289,Customer #2289,Campo Maior,PI,2018-06-07
2290,Customer #2290,Belo Horizonte,MG,2018-01-28
2291,Customer #2291,Santos,SP,2018-05-05
2292,Customer #2292,Carazinho,RS,2018-02-22
2293,Customer #2293,Sao Paulo,SP,2017-05-14
2294,Customer #2294,Muriae,MG,2017-06-23
2295,Customer #2295,Sao Paulo,SP,2018-01-22
2296,Customer #2296,Ilheus,BA,2018-01-24
2297,Customer #2297,Rio De Janeiro,RJ,2017-11-24
2298,Customer #2298,Salvador,BA,2017-12-23
2299,Customer #2299,Blumenau,SC,2017-11-24
2300,Customer #2300,Conceicao De Macabu,RJ,2018-01-24
2301,Customer #2301,Sao Paulo,SP,2017-11-30
2302,Customer #2302,Rio De Janeiro,RJ,2017-05-07
2303,Customer #2303,Ibaiti,PR,2018-05-30
2304,Customer #2304,Sao Paulo,SP,2017-07-10
2305,Customer #2305,Esperanca,PB,2017-11-20
2306,Customer #2306,Sao Paulo,SP,2017-09-07
2307,Customer #2307,Sao Paulo,SP,2018-05-21
2308,Customer #2308,Aimores,MG,2017-11-27
2309,Customer #2309,Mogi Das Cruzes,SP,2018-03-16
2310,Customer #2310,Ribeirao Pires,SP,2018-04-03
2311,Customer #2311,Santos,SP,2017-08-28
2312,Customer #2312,Campo Grande,MS,2017-04-28
2313,Customer #2313,Niteroi,RJ,2018-01-18
2314,Customer #2314,Rio De Janeiro,RJ,2018-03-29
2315,Customer #2315,Campinas,SP,2018-02-12
2316,Customer #2316,Belo Horizonte,MG,2018-03-19
2317,Customer #2317,Aracatuba,SP,2017-06-06
2318,Customer #2318,Maua,SP,2018-05-18
2319,Customer #2319,Itapolis,SP,2018-08-03
2320,Customer #2320,Votorantim,SP,2018-06-21
2321,Customer #2321,Sao Paulo,SP,2017-05-09
2322,Customer #2322,Volta Redonda,RJ,2018-02-21
2323,Customer #2323,Natal,RN,2018-04-20
2324,Customer #2324,Sao Paulo,SP,2018-05-21
2325,Customer #2325,Campo Mourao,PR,2018-07-31
2326,Customer #2326,Analandia,SP,2017-08-17
2327,Customer #2327,Campo Do Meio,MG,2017-07-01
2328,Customer #2328,Ribeirao Preto,SP,2018-06-02
2329,Customer #2329,Rio De Janeiro,RJ,2018-06-15
2330,Customer #2330,Sao Bernardo Do Campo,SP,2018-05-12
2331,Customer #2331,Sao Paulo,SP,2017-06-04
2332,Customer #2332,Suzano,SP,2017-07-08
2333,Customer #2333,Sao Paulo,SP,2018-07-22
2334,Customer #2334,Rio De Janeiro,RJ,2017-02-17
2335,Customer #2335,Quinta Do Sol,PR,2018-07-13
2336,Customer #2336,Petropolis,RJ,2018-07-02
2337,Customer #2337,Guaruja,SP,2017-11-28
2338,Customer #2338,Jaboatao Dos Guararapes,PE,2018-03-19
2339,Customer #2339,Belem,PA,2017-01-30
2340,Customer #2340,Piraquara,PR,2017-12-13
2341,Customer #2341,Itamaraju,BA,2018-05-01
2342,Customer #2342,Sao Paulo,SP,2017-08-10
2343,Customer #2343,Barra De Sao Francisco,ES,2017-10-11
2344,Customer #2344,Braganca Paulista,SP,2017-09-27
2345,Customer #2345,Ji-Parana,RO,2018-01-25
2346,Customer #2346,Cotia,SP,2017-07-10
2347,Customer #2347,Belo Horizonte,MG,2018-03-18
2348,Customer #2348,Votuporanga,SP,2018-03-01
2349,Customer #2349,Embu Das Artes,SP,2018-04-06
2350,Customer #2350,Sao Paulo,SP,2017-10-10
2351,Customer #2351,Sao Paulo,SP,2017-12-20
2352,Customer #2352,Sao Paulo,SP,2018-08-03
2353,Customer #2353,Macae,RJ,2018-01-03
2354,Customer #2354,Sao Goncalo,RJ,2018-03-10
2355,Customer #2355,Padre Bernardo,GO,2017-11-14
2356,Customer #2356,Vinhedo,SP,2017-03-24
2357,Customer #2357,Araguari,MG,2018-06-11
2358,Customer #2358,Palhoca,SC,2018-02-01
2359,Customer #2359,Teresopolis,RJ,2018-05-01
2360,Customer #2360,Guanambi,BA,2017-10-09
2361,Customer #2361,Indaiatuba,SP,2018-04-12
2362,Customer #2362,Peabiru,PR,2017-10-16
2363,Customer #2363,Rondon Do Para,PA,2018-03-14
2364,Customer #2364,Sao Paulo,SP,2017-11-03
2365,Customer #2365,Sao Paulo,SP,2018-02-19
2366,Customer #2366,Trindade Do Sul,RS,2018-06-27
2367,Customer #2367,Sao Paulo,SP,2018-02-18
2368,Customer #2368,Cacador,SC,2017-12-01
2369,Customer #2369,Morro Da Fumaca,SC,2018-04-24
2370,Customer #2370,Luis Eduardo Magalhaes,BA,2018-02-11
2371,Customer #2371,Arapongas,PR,2017-05-24
2372,Customer #2372,Dores De Campos,MG,2017-11-25
2373,Customer #2373,Sao Paulo,SP,2018-07-19
2374,Customer #2374,Sao Paulo,SP,2018-02-14
2375,Customer #2375,Ubirata,PR,2018-04-03
2376,Customer #2376,Petrolina,PE,2017-06-30
2377,Customer #2377,Ananindeua,PA,2018-04-11
2378,Customer #2378,Caraguatatuba,SP,2018-06-08
2379,Customer #2379,Nova Friburgo,RJ,2017-07-06
2380,Customer #2380,Sumidouro,RJ,2017-11-04
2381,Customer #2381,Francisco Beltrao,PR,2017-11-01
2382,Customer #2382,Lauro De Freitas,BA,2018-06-05
2383,Customer #2383,Lauro De Freitas,BA,2017-06-14
2384,Customer #2384,Sorriso,MT,2017-05-04
2385,Customer #2385,Sao Paulo,SP,2018-04-05
2386,Customer #2386,Sao Paulo,SP,2018-02-28
2387,Customer #2387,Guaruja,SP,2018-08-07
2388,Customer #2388,Apucarana,PR,2018-08-12
2389,Customer #2389,Sao Paulo,SP,2018-01-03
2390,Customer #2390,Sao Paulo,SP,2018-06-15
2391,Customer #2391,Sao Paulo,SP,2018-05-28
2392,Customer #2392,Boa Vista,RR,2017-11-25
2393,Customer #2393,Guaratingueta,SP,2018-03-18
2394,Customer #2394,Iguatu,CE,2017-10-25
2395,Customer #2395,Sao Paulo,SP,2018-07-24
2396,Customer #2396,Sao Paulo,SP,2017-11-27
2397,Customer #2397,Sao Paulo,SP,2017-08-16
2398,Customer #2398,Pocos De Caldas,MG,2018-08-13
2399,Customer #2399,Sertaozinho,SP,2017-07-15
2400,Customer #2400,Sao Paulo,SP,2017-11-29
2401,Customer #2401,Sao Paulo,SP,2017-03-25
2402,Customer #2402,Rio De Janeiro,RJ,2017-09-01
2403,Customer #2403,Sao Paulo,SP,2017-04-12
2404,Customer #2404,Anapolis,GO,2018-04-30
2405,Customer #2405,Santos,SP,2017-08-15
2406,Customer #2406,Aparecida,SP,2017-07-27
2407,Customer #2407,Itajuba,MG,2018-04-12
2408,Customer #2408,Uba,MG,2018-07-05
2409,Customer #2409,Sao Paulo,SP,2018-03-24
2410,Customer #2410,Francisco Beltrao,PR,2018-03-24
2411,Customer #2411,Sao Bernardo Do Campo,SP,2017-03-24
2412,Customer #2412,Sao Goncalo,RJ,2018-04-25
2413,Customer #2413,Rio De Janeiro,RJ,2018-05-04
2414,Customer #2414,Tres Lagoas,MS,2017-10-20
2415,Customer #2415,Saudades,SC,2017-06-15
2416,Customer #2416,Niteroi,RJ,2018-04-17
2417,Customer #2417,Sao Paulo,SP,2018-06-04
2418,Customer #2418,Tambau,SP,2018-08-15
2419,Customer #2419,Sao Leopoldo,RS,2017-12-14
2420,Customer #2420,Rio De Janeiro,RJ,2017-09-20
2421,Customer #2421,Sao Paulo,SP,2017-07-11
2422,Customer #2422,Sao Paulo,SP,2018-01-08
2423,Customer #2423,Cachoeiras De Macacu,RJ,2017-12-27
2424,Customer #2424,Sao Jose Do Rio Preto,SP,2017-11-14
2425,Customer #2425,Guaira,SP,2018-07-25
2426,Customer #2426,Manaus,AM,2018-08-05
2427,Customer #2427,Cataguases,MG,2017-09-08
2428,Customer #2428,Almirante Tamandare,PR,2018-07-30
2429,Customer #2429,Mucuri,BA,2018-05-24
2430,Customer #2430,Ibicarai,BA,2017-11-29
2431,Customer #2431,Ouroeste,SP,2018-02-14
2432,Customer #2432,Campo Grande,MS,2017-08-09
2433,Customer #2433,Joinville,SC,2017-06-11
2434,Customer #2434,Rio De Janeiro,RJ,2017-03-16
2435,Customer #2435,Brasilia,DF,2017-08-12
2436,Customer #2436,Belo Horizonte,MG,2018-08-10
2437,Customer #2437,Brasilia,DF,2018-07-22
2438,Customer #2438,Fortaleza,CE,2018-07-10
2439,Customer #2439,Sao Paulo,SP,2018-08-16
2440,Customer #2440,Sao Pedro Da Aldeia,RJ,2018-01-06
2441,Customer #2441,Juiz De Fora,MG,2017-08-19
2442,Customer #2442,Sao Paulo,SP,2017-03-24
2443,Customer #2443,Matao,SP,2017-07-23
2444,Customer #2444,Osasco,SP,2018-02-27
2445,Customer #2445,Belo Horizonte,MG,2017-11-21
2446,Customer #2446,Pindamonhangaba,SP,2017-09-04
2447,Customer #2447,Rio De Janeiro,RJ,2018-02-26
2448,Customer #2448,Rio De Janeiro,RJ,2018-08-18
2449,Customer #2449,Rio De Janeiro,RJ,2018-03-15
2450,Customer #2450,Itabirito,MG,2018-01-26
2451,Customer #2451,Sao Paulo,SP,2018-06-11
2452,Customer #2452,Itapevi,SP,2018-01-20
2453,Customer #2453,Sao Goncalo,RJ,2018-02-26
2454,Customer #2454,Recife,PE,2018-07-04
2455,Customer #2455,Votuporanga,SP,2017-10-15
2456,Customer #2456,Toledo,PR,2018-01-03
2457,Customer #2457,Campinas,SP,2018-03-16
2458,Customer #2458,Sao Paulo,SP,2018-04-11
2459,Customer #2459,Patrocinio,MG,2018-01-16
2460,Customer #2460,Sao Paulo,SP,2017-10-16
2461,Customer #2461,Sao Paulo,SP,2017-09-17
2462,Customer #2462,Mossoro,RN,2017-09-11
2463,Customer #2463,Garopaba,SC,2018-05-11
2464,Customer #2464,Banzae,BA,2018-03-13
2465,Customer #2465,Sao Jose Do Rio Preto,SP,2018-05-05
2466,Customer #2466,Santo Angelo,RS,2017-08-02
2467,Customer #2467,Rio De Janeiro,RJ,2018-07-21
2468,Customer #2468,Teresina,PI,2018-03-29
2469,Customer #2469,Brasilia,DF,2017-09-21
2470,Customer #2470,Balneario Gaivota,SC,2017-11-05
2471,Customer #2471,Teutonia,RS,2018-01-13
2472,Customer #2472,Barra Mansa,RJ,2018-05-20
2473,Customer #2473,Lucianopolis,SP,2018-06-06
2474,Customer #2474,Pelotas,RS,2017-10-24
2475,Customer #2475,Rio Negrinho,SC,2018-02-01
2476,Customer #2476,Belo Horizonte,MG,2018-01-16
2477,Customer #2477,Belem,PA,2017-12-10
2478,Customer #2478,Governador Valadares,MG,2018-08-05
2479,Customer #2479,Curitiba,PR,2018-06-28
2480,Customer #2480,Joinville,SC,2018-06-04
2481,Customer #2481,Sapucaia Do Sul,RS,2018-04-05
2482,Customer #2482,Inaja,PR,2018-03-01
2483,Customer #2483,Niteroi,RJ,2017-12-26
2484,Customer #2484,Varzea Paulista,SP,2018-04-08
2485,Customer #2485,Canoas,RS,2017-11-04
2486,Customer #2486,Rio De Janeiro,RJ,2018-01-05
2487,Customer #2487,Salvador,BA,2018-01-02
2488,Customer #2488,Sao Paulo,SP,2017-08-14
2489,Customer #2489,Sao Paulo,SP,2018-01-02
2490,Customer #2490,Mairipora,SP,2018-08-03
2491,Customer #2491,Rio De Janeiro,RJ,2018-01-10
2492,Customer #2492,Divinopolis,MG,2017-04-01
2493,Customer #2493,Taubate,SP,2018-06-14
2494,Customer #2494,Curitiba,PR,2018-07-24
2495,Customer #2495,Sao Paulo,SP,2018-04-30
2496,Customer #2496,Sao Jose Dos Campos,SP,2018-01-22
2497,Customer #2497,Porto Seguro,BA,2017-08-16
2498,Customer #2498,Sao Paulo,SP,2018-07-16
2499,Customer #2499,Petropolis,RJ,2017-12-28
2500,Customer #2500,Sao Paulo,SP,2018-08-17
2501,Customer #2501,Nova Lima,MG,2018-04-08
2502,Customer #2502,Corguinho,MS,2017-05-16
2503,Customer #2503,Linhares,ES,2018-06-22
2504,Customer #2504,Caxias Do Sul,RS,2018-03-21
2505,Customer #2505,Curitiba,PR,2017-07-19
2506,Customer #2506,Praia Grande,SP,2017-12-31
2507,Customer #2507,Jequie,BA,2018-06-10
2508,Customer #2508,Sao Paulo,SP,2017-07-07
2509,Customer #2509,Volta Redonda,RJ,2017-10-02
2510,Customer #2510,Natal,RN,2017-03-27
2511,Customer #2511,Santos,SP,2018-06-11
2512,Customer #2512,Sao Leopoldo,RS,2018-01-21
2513,Customer #2513,Guaira,SP,2018-05-01
2514,Customer #2514,Jundiai,SP,2018-08-03
2515,Customer #2515,Estancia,SE,2017-11-14
2516,Customer #2516,Perola,PR,2018-05-16
2517,Customer #2517,Caceres,MT,2018-03-18
2518,Customer #2518,Rio De Janeiro,RJ,2018-03-01
2519,Customer #2519,Rio De Janeiro,RJ,2018-07-22
2520,Customer #2520,Itapevi,SP,2017-09-13
2521,Customer #2521,Carmo Do Rio Claro,MG,2017-04-12
2522,Customer #2522,Sao Paulo,SP,2018-05-02
2523,Customer #2523,Rio De Janeiro,RJ,2017-05-25
2524,Customer #2524,Sao Paulo,SP,2018-08-06
2525,Customer #2525,Sao Paulo,SP,2017-12-17
2526,Customer #2526,Teofilandia,BA,2017-09-13
2527,Customer #2527,Sao Paulo,SP,2018-07-07
2528,Customer #2528,Messias Targino,RN,2017-05-09
2529,Customer #2529,Guarapuava,PR,2017-07-11
2530,Customer #2530,Campinorte,GO,2017-12-17
2531,Customer #2531,Volta Redonda,RJ,2018-03-25
2532,Customer #2532,Guarabira,PB,2017-09-08
2533,Customer #2533,Rio De Janeiro,RJ,2018-02-02
2534,Customer #2534,Vicosa,MG,2018-08-12
2535,Customer #2535,Canoas,RS,2017-01-26
2536,Customer #2536,Serra,ES,2017-12-29
2537,Customer #2537,Guaracai,SP,2018-04-16
2538,Customer #2538,Rio De Janeiro,RJ,2017-07-07
2539,Customer #2539,Mogi Das Cruzes,SP,2017-10-02
2540,Customer #2540,Sao Caetano Do Sul,SP,2017-11-29
2541,Customer #2541,Curitiba,PR,2018-04-11
2542,Customer #2542,Guarulhos,SP,2018-06-14
2543,Customer #2543,Palmas,TO,2018-06-24
2544,Customer #2544,Rio Branco,AC,2018-07-26
2545,Customer #2545,Esteio,RS,2017-12-13
2546,Customer #2546,Salto Veloso,SC,2018-04-27
2547,Customer #2547,Sao Paulo,SP,2017-12-20
2548,Customer #2548,Salvador,BA,2018-01-30
2549,Customer #2549,Sao Goncalo,RJ,2017-11-27
2550,Customer #2550,Guaratingueta,SP,2017-08-30
2551,Customer #2551,Luis Eduardo Magalhaes,BA,2018-08-02
2552,Customer #2552,Rio Das Ostras,RJ,2017-05-23
2553,Customer #2553,Sao Paulo,SP,2018-01-15
2554,Customer #2554,Sao Paulo,SP,2018-02-15
2555,Customer #2555,Volta Redonda,RJ,2017-03-10
2556,Customer #2556,Porto Alegre,RS,2017-06-13
2557,Customer #2557,Vitoria,ES,2018-04-22
2558,Customer #2558,Porto Alegre,RS,2017-09-12
2559,Customer #2559,Rio De Janeiro,RJ,2017-11-22
2560,Customer #2560,Sao Paulo,SP,2018-04-03
2561,Customer #2561,Sao Paulo,SP,2018-03-08
2562,Customer #2562,Porto Alegre,RS,2018-02-02
2563,Customer #2563,Blumenau,SC,2018-06-10
2564,Customer #2564,Brejo Do Cruz,PB,2017-06-09
2565,Customer #2565,Coromandel,MG,2018-01-01
2566,Customer #2566,Mogi Mirim,SP,2018-08-15
2567,Customer #2567,Sao Paulo,SP,2018-08-13
2568,Customer #2568,Sao Bernardo Do Campo,SP,2018-04-21
2569,Customer #2569,Duque De Caxias,RJ,2017-03-01
2570,Customer #2570,Lins,SP,2018-01-15
2571,Customer #2571,Campos De Julio,MT,2018-03-02
2572,Customer #2572,Passo De Torres,SC,2018-05-15
2573,Customer #2573,Porto Alegre,RS,2017-09-14
2574,Customer #2574,Rio De Janeiro,RJ,2018-08-11
2575,Customer #2575,Monte Alto,SP,2017-08-13
2576,Customer #2576,Belo Horizonte,MG,2017-06-24
2577,Customer #2577,Campinas,SP,2018-06-10
2578,Customer #2578,Joinville,SC,2017-07-25
2579,Customer #2579,Sao Paulo,SP,2018-03-04
2580,Customer #2580,Santos,SP,2017-07-15
2581,Customer #2581,Barueri,SP,2018-08-27
2582,Customer #2582,Rio De Janeiro,RJ,2018-04-17
2583,Customer #2583,Brasilia,DF,2018-06-07
2584,Customer #2584,Sorocaba,SP,2017-08-12
2585,Customer #2585,Petropolis,RJ,2018-06-17
2586,Customer #2586,Otacilio Costa,SC,2018-01-15
2587,Customer #2587,Marica,RJ,2017-03-21
2588,Customer #2588,Montes Claros,MG,2017-07-23
2589,Customer #2589,Rio De Janeiro,RJ,2017-11-28
2590,Customer #2590,Mogi Das Cruzes,SP,2017-05-27
2591,Customer #2591,Sao Jose Dos Campos,SP,2018-05-19
2592,Customer #2592,Sao Luis,MA,2018-03-01
