payment_id,order_id,payment_type,payment_value,installments
2060,2060,Credit Card,132.02,1
2061,2061,Credit Card,303.4,8
2062,2062,Credit Card,961.49,10
2063,2063,Credit Card,202.66,10
2064,2064,Credit Card,60.42,1
2065,2065,Credit Card,293.46,5
2066,2066,Credit Card,65.37,5
2067,2067,Credit Card,175.77,3
2068,2068,Credit Card,101.74,5
2069,2069,Credit Card,145.28,10
2070,2070,Credit Card,50.34,2
2071,2071,Credit Card,252.0,1
2072,2072,Credit Card,39.1,1
2073,2073,Credit Card,133.95,1
2074,2074,Credit Card,127.23,1
2075,2075,Credit Card,69.71,3
2076,2076,Credit Card,102.27,3
2077,2077,Boleto,62.01,1
2078,2078,Credit Card,94.29,9
2079,2079,Credit Card,60.46,6
2080,2080,Boleto,75.16,1
2081,2081,Credit Card,73.54,2
2082,2082,Boleto,117.94,1
2083,2083,Credit Card,71.81,3
2084,2084,Credit Card,107.3,8
2085,2085,Credit Card,124.52,1
2086,2086,Boleto,70.15,1
2087,2087,Boleto,195.56,1
2088,2088,Credit Card,58.69,5
2089,2089,Credit Card,252.07,3
2090,2090,Credit Card,237.09,3
2091,2091,Boleto,40.76,1
2092,2092,Credit Card,500.64,3
2093,2093,Credit Card,183.26,2
2094,2094,Credit Card,226.7,6
2095,2095,Boleto,117.57,1
2096,2096,Credit Card,165.93,2
2097,2097,Credit Card,538.6,5
2098,2098,Credit Card,96.43,1
2099,2099,Credit Card,97.71,1
2100,2100,Credit Card,141.78,2
2101,2101,Credit Card,48.13,2
2102,2102,Credit Card,70.14,3
2103,2103,Credit Card,405.03,2
2104,2104,Credit Card,49.43,4
2105,2105,Credit Card,683.57,15
2106,2106,Credit Card,85.27,1
2107,2107,Boleto,36.6,1
2108,2108,Boleto,386.33,1
2109,2109,Credit Card,70.27,3
2110,2110,Credit Card,54.77,1
2111,2111,Voucher,58.09,1
2112,2112,Credit Card,20.85,1
2113,2113,Boleto,59.68,1
2114,2114,Boleto,466.54,1
2115,2115,Credit Card,311.23,9
2116,2116,Boleto,85.56,1
2117,2117,Credit Card,133.48,10
2118,2118,Credit Card,181.6,3
2119,2119,Credit Card,108.1,1
2120,2120,Boleto,148.15,1
2121,2121,Credit Card,165.5,3
2122,2122,Credit Card,107.53,1
2123,2123,Boleto,79.93,1
2124,2124,Boleto,156.03,1
2125,2125,Debit Card,180.62,1
2126,2126,Credit Card,100.19,4
2127,2127,Credit Card,27.77,1
2128,2128,Boleto,68.53,1
2129,2129,Boleto,36.84,1
2130,2130,Credit Card,128.0,4
2131,2131,Boleto,550.17,1
2132,2132,Credit Card,66.01,1
2133,2133,Credit Card,76.72,7
2134,2134,Credit Card,190.67,3
2135,2135,Credit Card,39.09,1
2136,2136,Boleto,61.11,1
2137,2137,Boleto,178.82,1
2138,2138,Credit Card,34.0,1
2139,2139,Credit Card,46.63,4
2140,2140,Credit Card,923.26,8
2141,2141,Boleto,187.44,1
2142,2142,Debit Card,24.68,1
2143,2143,Credit Card,367.11,8
2144,2144,Credit Card,44.0,1
2145,2145,Credit Card,64.24,6
2146,2146,Credit Card,69.9,1
2147,2147,Voucher,108.0,1
2148,2148,Boleto,63.7,1
2149,2149,Credit Card,86.64,1
2150,2150,Credit Card,34.1,3
2151,2151,Credit Card,39.0,2
2152,2152,Boleto,19.62,1
2153,2153,Credit Card,82.91,1
2154,2154,Credit Card,182.86,4
2155,2155,Boleto,128.1,1
2156,2156,Boleto,97.71,1
2157,2157,Credit Card,574.51,8
2158,2158,Boleto,531.45,1
2159,2159,Boleto,64.01,1
2160,2160,Credit Card,121.39,6
2161,2161,Credit Card,112.28,2
2162,2162,Credit Card,49.42,4
2163,2163,Credit Card,72.15,1
2164,2164,Credit Card,32.33,3
2165,2165,Credit Card,37.29,3
2166,2166,Credit Card,312.11,5
2167,2167,Credit Card,57.53,1
2168,2168,Credit Card,58.27,5
2169,2169,Credit Card,322.06,3
2170,2170,Credit Card,94.66,2
2171,2171,Credit Card,50.14,2
2172,2172,Credit Card,47.52,1
2173,2173,Credit Card,165.78,1
2174,2174,Credit Card,174.51,3
2175,2175,Credit Card,22.68,1
2176,2176,Credit Card,64.0,4
2177,2177,Credit Card,219.87,1
2178,2178,Boleto,31.96,1
2179,2179,Credit Card,29.92,1
2180,2180,Credit Card,199.26,3
2181,2181,Credit Card,105.59,1
2182,2182,Credit Card,345.91,10
2183,2183,Credit Card,964.76,3
2184,2184,Voucher,169.67,1
2185,2185,Credit Card,166.97,1
2186,2186,Credit Card,184.43,3
2187,2187,Credit Card,55.13,2
2188,2188,Credit Card,42.2,4
2189,2189,Credit Card,38.1,1
2190,2190,Voucher,276.9,1
2191,2191,Boleto,187.34,1
2192,2192,Credit Card,26.85,2
2193,2193,Boleto,175.94,1
2194,2194,Credit Card,43.09,1
2195,2195,Voucher,105.86,1
2196,2196,Credit Card,104.71,2
2197,2197,Boleto,647.54,1
2198,2198,Credit Card,322.8,6
2199,2199,Credit Card,328.17,6
2200,2200,Credit Card,168.28,2
2201,2201,Credit Card,346.81,2
2202,2202,Voucher,83.15,1
2203,2203,Credit Card,643.19,10
2204,2204,Credit Card,44.42,1
2205,2205,Credit Card,129.1,1
2206,2206,Credit Card,64.42,1
2207,2207,Credit Card,209.11,1
2208,2208,Credit Card,30.0,3
2209,2209,Credit Card,177.13,4
2210,2210,Credit Card,97.61,7
2211,2211,Credit Card,169.53,1
2212,2212,Credit Card,102.03,5
2213,2213,Credit Card,49.4,4
2214,2214,Credit Card,246.36,10
2215,2215,Credit Card,210.72,1
2216,2216,Credit Card,169.11,4
2217,2217,Credit Card,185.61,5
2218,2218,Credit Card,212.43,10
2219,2219,Credit Card,110.44,1
2220,2220,Credit Card,147.35,1
2221,2221,Credit Card,167.2,8
2222,2222,Voucher,166.06,1
2223,2223,Credit Card,308.42,3
2224,2224,Credit Card,265.55,1
2225,2225,Credit Card,76.89,3
2226,2226,Credit Card,73.13,5
2227,2227,Boleto,97.52,1
2228,2228,Credit Card,280.63,5
2229,2229,Boleto,293.76,1
2230,2230,Credit Card,134.99,5
2231,2231,Credit Card,45.0,1
2232,2232,Credit Card,111.03,1
2233,2233,Credit Card,19.64,1
2234,2234,Credit Card,26.76,1
2235,2235,Boleto,115.45,1
2236,2236,Credit Card,76.66,1
2237,2237,Credit Card,133.18,2
2238,2238,Credit Card,286.09,1
2239,2239,Credit Card,127.29,2
2240,2240,Boleto,60.8,1
2241,2241,Credit Card,51.14,3
2242,2242,Boleto,139.8,1
2243,2243,Boleto,60.85,1
2244,2244,Credit Card,186.49,8
2245,2245,Credit Card,165.6,2
2246,2246,Credit Card,96.12,1
2247,2247,Credit Card,207.57,1
2248,2248,Credit Card,124.96,7
2249,2249,Credit Card,133.58,6
2250,2250,Credit Card,140.15,3
2251,2251,Credit Card,106.6,2
2252,2252,Boleto,167.95,1
2253,2253,Credit Card,144.31,5
2254,2254,Credit Card,153.9,2
2255,2255,Boleto,50.99,1
2256,2256,Credit Card,38.04,1
2257,2257,Credit Card,41.75,1
2258,2258,Credit Card,133.36,1
2259,2259,Boleto,75.5,1
2260,2260,Credit Card,127.92,6
2261,2261,Credit Card,33.47,3
2262,2262,Credit Card,255.43,10
2263,2263,Credit Card,139.82,10
2264,2264,Credit Card,93.58,4
2265,2265,Credit Card,88.37,1
2266,2266,Boleto,209.48,1
2267,2267,Credit Card,211.73,8
2268,2268,Credit Card,57.1,1
2269,2269,Credit Card,74.17,3
2270,2270,Credit Card,81.92,4
2271,2271,Credit Card,95.22,1
2272,2272,Credit Card,80.91,1
2273,2273,Credit Card,131.62,1
2274,2274,Credit Card,67.5,1
2275,2275,Credit Card,126.69,1
2276,2276,Credit Card,237.47,2
2277,2277,Credit Card,72.98,3
2278,2278,Credit Card,41.55,1
2279,2279,Credit Card,190.34,4
2280,2280,Credit Card,313.54,15
2281,2281,Boleto,96.88,1
2282,2282,Credit Card,60.63,2
2283,2283,Credit Card,107.19,1
2284,2284,Debit Card,236.97,1
2285,2285,Credit Card,298.22,5
2286,2286,Credit Card,112.13,5
2287,2287,Credit Card,139.42,2
2288,2288,Credit Card,217.64,6
2289,2289,Credit Card,58.59,5
2290,2290,Credit Card,513.46,5
2291,2291,Credit Card,222.14,1
2292,2292,Credit Card,22.38,1
2293,2293,Credit Card,138.6,1
2294,2294,Credit Card,153.9,10
2295,2295,Credit Card,175.79,1
2296,2296,Credit Card,72.22,1
2297,2297,Boleto,46.78,1
2298,2298,Credit Card,333.42,8
2299,2299,Credit Card,140.3,5
2300,2300,Credit Card,62.99,6
2301,2301,Credit Card,104.27,5
2302,2302,Credit Card,94.31,3
2303,2303,Credit Card,66.6,2
2304,2304,Credit Card,99.43,9
2305,2305,Credit Card,121.38,2
2306,2306,Credit Card,58.65,5
2307,2307,Credit Card,159.14,6
2308,2308,Credit Card,376.69,5
2309,2309,Credit Card,43.09,4
2310,2310,Credit Card,101.64,4
2311,2311,Credit Card,107.58,1
2312,2312,Credit Card,91.96,1
2313,2313,Credit Card,81.15,1
2314,2314,Credit Card,74.77,3
2315,2315,Credit Card,216.64,3
2316,2316,Credit Card,530.22,8
2317,2317,Credit Card,129.59,3
2318,2318,Credit Card,280.46,10
2319,2319,Credit Card,120.29,2
2320,2320,Credit Card,94.49,3
2321,2321,Voucher,56.6,1
2322,2322,Debit Card,39.25,1
2323,2323,Credit Card,86.2,1
2324,2324,Boleto,177.5,1
2325,2325,Credit Card,64.03,1
2326,2326,Credit Card,150.98,8
2327,2327,Credit Card,218.11,3
2328,2328,Credit Card,77.08,1
2329,2329,Credit Card,38.28,1
2330,2330,Credit Card,145.56,7
2331,2331,Credit Card,171.22,2
2332,2332,Credit Card,44.42,1
2333,2333,Credit Card,39.78,1
2334,2334,Boleto,62.17,1
2335,2335,Credit Card,35.45,1
2336,2336,Credit Card,34.37,1
2337,2337,Credit Card,77.51,5
2338,2338,Voucher,52.63,1
2339,2339,Boleto,28.59,1
2340,2340,Boleto,47.03,1
2341,2341,Credit Card,139.99,6
2342,2342,Credit Card,74.77,4
2343,2343,Credit Card,149.06,3
2344,2344,Credit Card,52.68,2
2345,2345,Boleto,35.01,1
2346,2346,Credit Card,99.43,7
2347,2347,Boleto,192.45,1
2348,2348,Credit Card,33.17,3
2349,2349,Credit Card,373.5,4
2350,2350,Boleto,143.02,1
2351,2351,Credit Card,141.52,1
2352,2352,Credit Card,47.72,2
2353,2353,Credit Card,113.15,4
2354,2354,Boleto,131.58,1
2355,2355,Credit Card,151.6,3
2356,2356,Credit Card,44.53,1
2357,2357,Credit Card,62.01,3
2358,2358,Credit Card,218.67,1
2359,2359,Credit Card,873.91,8
2360,2360,Credit Card,236.0,10
2361,2361,Voucher,84.8,1
2362,2362,Boleto,46.69,1
2363,2363,Credit Card,41.23,1
2364,2364,Boleto,45.46,1
2365,2365,Credit Card,194.51,2
2366,2366,Credit Card,216.75,1
2367,2367,Credit Card,104.68,2
2368,2368,Voucher,727.88,1
2369,2369,Boleto,21.62,1
2370,2370,Credit Card,124.01,10
2371,2371,Credit Card,116.7,2
2372,2372,Credit Card,3358.24,5
2373,2373,Boleto,143.89,1
2374,2374,Credit Card,37.09,3
2375,2375,Boleto,1388.98,1
2376,2376,Credit Card,774.03,10
2377,2377,Credit Card,53.72,3
2378,2378,Credit Card,86.95,2
2379,2379,Credit Card,104.41,10
2380,2380,Credit Card,210.74,2
2381,2381,Credit Card,41.09,4
2382,2382,Credit Card,217.78,4
2383,2383,Credit Card,63.49,1
2384,2384,Credit Card,168.88,2
2385,2385,Credit Card,116.84,2
2386,2386,Credit Card,80.77,4
2387,2387,Boleto,70.15,1
2388,2388,Boleto,65.71,1
2389,2389,Credit Card,44.58,1
2390,2390,Credit Card,34.33,3
2391,2391,Credit Card,86.25,4
2392,2392,Credit Card,121.9,10
2393,2393,Credit Card,71.64,6
2394,2394,Credit Card,112.43,2
2395,2395,Credit Card,113.11,2
2396,2396,Boleto,174.34,1
2397,2397,Credit Card,189.39,2
2398,2398,Credit Card,76.78,2
2399,2399,Credit Card,638.55,7
2400,2400,Credit Card,113.89,4
2401,2401,Boleto,219.63,1
2402,2402,Boleto,92.59,1
2403,2403,Credit Card,759.25,10
2404,2404,Boleto,77.89,1
2405,2405,Credit Card,57.42,1
2406,2406,Boleto,77.29,1
2407,2407,Credit Card,65.71,2
2408,2408,Credit Card,21.75,1
2409,2409,Boleto,287.3,1
2410,2410,Debit Card,143.87,1
2411,2411,Credit Card,165.52,1
2412,2412,Boleto,67.13,1
2413,2413,Credit Card,54.64,1
2414,2414,Credit Card,296.1,3
2415,2415,Credit Card,88.5,3
2416,2416,Credit Card,117.13,4
2417,2417,Boleto,75.16,1
2418,2418,Voucher,101.57,1
2419,2419,Credit Card,32.39,1
2420,2420,Credit Card,124.83,1
2421,2421,Voucher,125.63,1
2422,2422,Credit Card,168.2,4
2423,2423,Credit Card,72.38,3
2424,2424,Credit Card,57.68,1
2425,2425,Debit Card,265.8,1
2426,2426,Credit Card,71.82,6
2427,2427,Credit Card,515.31,10
2428,2428,Credit Card,84.67,5
2429,2429,Boleto,112.73,1
2430,2430,Credit Card,155.03,3
2431,2431,Credit Card,1349.16,10
2432,2432,Credit Card,172.53,2
2433,2433,Credit Card,127.92,2
2434,2434,Credit Card,206.08,1
2435,2435,Boleto,52.18,1
2436,2436,Boleto,84.65,1
2437,2437,Credit Card,76.99,2
2438,2438,Credit Card,141.88,2
2439,2439,Credit Card,211.94,8
2440,2440,Credit Card,92.12,2
2441,2441,Credit Card,48.38,1
2442,2442,Boleto,173.82,1
2443,2443,Credit Card,60.34,5
2444,2444,Boleto,91.72,1
2445,2445,Credit Card,565.25,4
2446,2446,Credit Card,242.62,6
2447,2447,Credit Card,90.77,3
2448,2448,Boleto,73.34,1
2449,2449,Debit Card,32.51,1
2450,2450,Boleto,177.41,1
2451,2451,Credit Card,142.32,3
2452,2452,Credit Card,54.22,1
2453,2453,Credit Card,116.93,1
2454,2454,Boleto,28.41,1
2455,2455,Credit Card,136.83,3
2456,2456,Credit Card,86.92,4
2457,2457,Credit Card,96.8,1
2458,2458,Boleto,30.75,1
2459,2459,Credit Card,79.18,1
2460,2460,Credit Card,63.15,1
2461,2461,Credit Card,37.29,1
2462,2462,Credit Card,142.54,1
2463,2463,Voucher,470.38,8
2464,2464,Boleto,397.3,1
2465,2465,Credit Card,53.05,5
2466,2466,Voucher,69.34,1
2467,2467,Boleto,127.42,1
2468,2468,Credit Card,70.85,1
2469,2469,Boleto,32.1,1
2470,2470,Boleto,71.47,1
2471,2471,Credit Card,157.77,3
2472,2472,Credit Card,63.23,1
2473,2473,Credit Card,168.3,3
2474,2474,Boleto,222.67,1
2475,2475,Credit Card,159.53,4
2476,2476,Credit Card,48.13,4
2477,2477,Boleto,77.57,1
2478,2478,Credit Card,106.97,8
2479,2479,Credit Card,130.01,5
2480,2480,Boleto,176.33,1
2481,2481,Boleto,44.5,1
2482,2482,Credit Card,279.9,10
2483,2483,Credit Card,23.72,1
2484,2484,Credit Card,96.61,1
2485,2485,Credit Card,43.0,1
2486,2486,Credit Card,115.81,4
2487,2487,Credit Card,121.55,2
2488,2488,Boleto,47.81,1
2489,2489,Credit Card,81.79,1
2490,2490,Credit Card,146.75,1
2491,2491,Credit Card,172.87,4
2492,2492,Credit Card,139.61,6
2493,2493,Credit Card,515.28,4
2494,2494,Credit Card,45.01,2
2495,2495,Credit Card,41.42,2
2496,2496,Credit Card,56.88,5
2497,2497,Debit Card,98.61,1
2498,2498,Credit Card,141.6,1
2499,2499,Boleto,46.85,1
2500,2500,Credit Card,2692.82,2
2501,2501,Credit Card,270.93,4
2502,2502,Boleto,86.15,1
2503,2503,Credit Card,148.57,3
2504,2504,Credit Card,94.43,1
2505,2505,Credit Card,170.23,10
2506,2506,Credit Card,162.91,2
2507,2507,Credit Card,467.89,6
2508,2508,Boleto,64.44,1
2509,2509,Boleto,157.3,1
2510,2510,Credit Card,157.43,6
2511,2511,Credit Card,137.16,6
2512,2512,Credit Card,150.0,4
2513,2513,Credit Card,125.43,10
2514,2514,Boleto,114.48,1
2515,2515,Boleto,176.23,1
2516,2516,Boleto,363.55,1
2517,2517,Boleto,59.87,1
2518,2518,Credit Card,96.38,9
2519,2519,Boleto,116.27,1
2520,2520,Credit Card,65.9,4
2521,2521,Credit Card,252.95,3
2522,2522,Credit Card,135.76,1
2523,2523,Credit Card,75.76,4
2524,2524,Boleto,87.22,1
2525,2525,Boleto,46.39,1
2526,2526,Credit Card,47.68,1
2527,2527,Credit Card,51.57,5
2528,2528,Credit Card,61.63,6
2529,2529,Credit Card,71.94,1
2530,2530,Boleto,21.86,1
2531,2531,Boleto,106.85,1
2532,2532,Credit Card,225.67,3
2533,2533,Credit Card,45.09,1
2534,2534,Credit Card,126.47,10
2535,2535,Credit Card,173.31,6
2536,2536,Credit Card,39.09,3
2537,2537,Credit Card,88.49,1
2538,2538,Credit Card,56.05,2
2539,2539,Boleto,315.84,1
2540,2540,Credit Card,224.7,3
2541,2541,Credit Card,40.0,1
2542,2542,Credit Card,31.75,3
2543,2543,Credit Card,28.62,2
2544,2544,Credit Card,61.08,1
2545,2545,Credit Card,58.38,4
2546,2546,Credit Card,65.23,3
2547,2547,Credit Card,646.44,3
2548,2548,Credit Card,207.27,2
2549,2549,Boleto,136.99,1
2550,2550,Credit Card,38.01,1
2551,2551,Credit Card,45.78,1
2552,2552,Credit Card,64.0,1
2553,2553,Credit Card,210.07,2
2554,2554,Credit Card,70.27,3
2555,2555,Credit Card,135.49,1
2556,2556,Credit Card,352.64,4
2557,2557,Credit Card,106.21,1
2558,2558,Boleto,84.2,1
2559,2559,Credit Card,62.01,3
2560,2560,Credit Card,136.26,1
2561,2561,Credit Card,21.1,2
2562,2562,Credit Card,151.65,1
2563,2563,Credit Card,86.14,3
2564,2564,Credit Card,131.5,10
2565,2565,Credit Card,120.92,10
2566,2566,Credit Card,55.53,1
2567,2567,Credit Card,1217.78,10
2568,2568,Boleto,74.16,1
2569,2569,Debit Card,77.11,1
2570,2570,Credit Card,73.22,1
2571,2571,Credit Card,123.15,1
2572,2572,Boleto,115.9,1
2573,2573,Credit Card,70.91,1
2574,2574,Boleto,142.21,1
2575,2575,Credit Card,191.13,10
2576,2576,Voucher,230.74,1
2577,2577,Credit Card,126.19,3
2578,2578,Credit Card,102.03,3
2579,2579,Boleto,158.21,1
2580,2580,Credit Card,91.99,1
2581,2581,Credit Card,722.05,3
2582,2582,Boleto,86.72,1
2583,2583,Credit Card,70.03,3
2584,2584,Credit Card,106.93,2
2585,2585,Credit Card,112.9,5
2586,2586,Credit Card,98.0,1
2587,2587,Credit Card,241.19,3
2588,2588,Credit Card,138.61,2
2589,2589,Boleto,631.71,1
2590,2590,Boleto,147.64,1
2591,2591,Boleto,140.02,1
2592,2592,Credit Card,85.24,2
2593,2593,Credit Card,200.11,1
2594,2594,Credit Card,27.29,1
2595,2595,Credit Card,348.07,4
2596,2596,Credit Card,65.09,1
2597,2597,Boleto,80.09,1
2598,2598,Voucher,111.69,1
2599,2599,Credit Card,51.32,5
2600,2600,Credit Card,147.16,1
2601,2601,Credit Card,238.69,3
2602,2602,Credit Card,106.72,4
2603,2603,Boleto,51.12,1
2604,2604,Credit Card,94.21,1
2605,2605,Credit Card,72.53,1
2606,2606,Credit Card,127.22,1
2607,2607,Credit Card,186.45,3
2608,2608,Boleto,284.13,1
2609,2609,Credit Card,85.81,1
2610,2610,Credit Card,84.96,8
2611,2611,Credit Card,162.03,1
2612,2612,Credit Card,391.83,6
2613,2613,Credit Card,209.26,3
2614,2614,Boleto,23.17,1
2615,2615,Credit Card,437.26,8
2616,2616,Credit Card,180.59,1
2617,2617,Credit Card,57.88,2
2618,2618,Credit Card,113.19,4
2619,2619,Boleto,426.96,1
2620,2620,Credit Card,42.78,1
2621,2621,Voucher,96.96,4
2622,2622,Credit Card,47.75,1
2623,2623,Credit Card,68.13,6
2624,2624,Credit Card,1617.84,2
2625,2625,Credit Card,100.46,6
2626,2626,Credit Card,87.53,4
2627,2627,Credit Card,109.9,8
2628,2628,Boleto,436.5,1
2629,2629,Credit Card,155.98,1
2630,2630,Credit Card,70.46,2
2631,2631,Credit Card,220.27,4
2632,2632,Credit Card,561.78,8
2633,2633,Credit Card,261.35,8
2634,2634,Credit Card,164.38,4
2635,2635,Credit Card,47.13,1
2636,2636,Credit Card,68.94,1
2637,2637,Credit Card,61.77,6
2638,2638,Credit Card,69.65,1
2639,2639,Credit Card,78.19,7
2640,2640,Credit Card,53.79,1
2641,2641,Credit Card,127.24,6
2642,2642,Boleto,43.09,1
2643,2643,Credit Card,60.0,1
2644,2644,Credit Card,60.26,6
2645,2645,Credit Card,396.19,8
2646,2646,Boleto,67.02,1
2647,2647,Credit Card,65.13,6
2648,2648,Credit Card,93.83,2
2649,2649,Credit Card,65.64,1
2650,2650,Credit Card,341.02,5
2651,2651,Credit Card,251.65,5
2652,2652,Boleto,73.94,1
2653,2653,Credit Card,206.06,1
2654,2654,Boleto,127.01,1
2655,2655,Credit Card,73.34,7
2656,2656,Credit Card,320.1,8
2657,2657,Credit Card,299.79,3
2658,2658,Credit Card,214.87,6
2659,2659,Boleto,125.69,1
2660,2660,Credit Card,133.76,2
2661,2661,Credit Card,62.39,1
2662,2662,Credit Card,70.36,1
2663,2663,Credit Card,170.29,10
2664,2664,Boleto,74.16,1
2665,2665,Credit Card,103.47,10
2666,2666,Debit Card,109.04,1
2667,2667,Credit Card,37.73,1
2668,2668,Boleto,116.81,1
2669,2669,Boleto,167.39,1
2670,2670,Credit Card,79.27,3
2671,2671,Credit Card,57.59,3
2672,2672,Credit Card,105.08,1
2673,2673,Boleto,108.44,1
2674,2674,Credit Card,152.95,4
2675,2675,Boleto,43.1,1
2676,2676,Credit Card,137.73,1
2677,2677,Boleto,100.57,1
2678,2678,Credit Card,83.9,1
2679,2679,Credit Card,133.61,3
2680,2680,Credit Card,351.33,10
2681,2681,Boleto,172.52,1
2682,2682,Credit Card,226.9,5
2683,2683,Boleto,60.0,1
2684,2684,Credit Card,72.14,1
2685,2685,Credit Card,140.34,3
2686,2686,Credit Card,142.1,2
2687,2687,Boleto,101.3,1
2688,2688,Credit Card,153.61,6
2689,2689,Credit Card,63.84,1
2690,2690,Credit Card,92.57,3
2691,2691,Credit Card,119.04,2
2692,2692,Credit Card,92.39,3
2693,2693,Boleto,105.37,1
2694,2694,Credit Card,31.15,3
2695,2695,Credit Card,71.13,1
2696,2696,Credit Card,457.64,3
2697,2697,Credit Card,151.18,2
2698,2698,Credit Card,34.22,1
2699,2699,Credit Card,188.94,1
2700,2700,Boleto,116.94,1
2701,2701,Credit Card,181.55,2
2702,2702,Credit Card,333.79,1
2703,2703,Boleto,180.3,1
2704,2704,Boleto,214.61,1
2705,2705,Credit Card,262.02,2
2706,2706,Credit Card,46.34,1
2707,2707,Credit Card,58.17,1
2708,2708,Credit Card,158.75,2
2709,2709,Boleto,72.99,1
2710,2710,Credit Card,117.96,3
2711,2711,Credit Card,108.21,2
2712,2712,Credit Card,138.35,10
2713,2713,Boleto,185.19,1
2714,2714,Credit Card,70.41,5
2715,2715,Credit Card,75.27,4
2716,2716,Credit Card,77.89,3
2717,2717,Credit Card,55.52,3
2718,2718,Credit Card,31.71,1
2719,2719,Boleto,93.26,1
2720,2720,Boleto,207.09,1
2721,2721,Credit Card,188.34,5
2722,2722,Credit Card,105.37,3
2723,2723,Boleto,45.0,1
2724,2724,Credit Card,86.22,1
2725,2725,Credit Card,38.69,1
2726,2726,Credit Card,343.71,6
2727,2727,Credit Card,80.67,8
2728,2728,Boleto,328.26,1
2729,2729,Credit Card,159.45,7
2730,2730,Credit Card,119.93,1
2731,2731,Credit Card,133.11,1
2732,2732,Credit Card,218.69,1
2733,2733,Credit Card,41.29,1
2734,2734,Credit Card,79.73,3
2735,2735,Debit Card,69.43,1
2736,2736,Credit Card,170.98,5
2737,2737,Credit Card,66.06,2
2738,2738,Boleto,76.51,1
2739,2739,Credit Card,51.4,1
2740,2740,Credit Card,162.66,2
2741,2741,Credit Card,1137.11,1
2742,2742,Credit Card,221.09,8
2743,2743,Voucher,328.49,2
2744,2744,Credit Card,45.78,1
2745,2745,Debit Card,62.78,1
2746,2746,Boleto,275.89,1
2747,2747,Credit Card,68.15,4
2748,2748,Credit Card,50.01,1
2749,2749,Credit Card,118.96,10
2750,2750,Credit Card,323.52,10
2751,2751,Credit Card,617.94,10
2752,2752,Credit Card,202.28,5
2753,2753,Credit Card,151.33,2
2754,2754,Credit Card,872.52,1
2755,2755,Debit Card,27.3,1
2756,2756,Credit Card,83.88,1
2757,2757,Credit Card,913.7,10
2758,2758,Credit Card,124.85,1
2759,2759,Voucher,54.61,1
2760,2760,Credit Card,123.49,2
2761,2761,Credit Card,67.5,6
2762,2762,Boleto,61.83,1
2763,2763,Credit Card,58.94,3
2764,2764,Credit Card,38.0,3
2765,2765,Voucher,52.84,1
2766,2766,Credit Card,62.21,1
2767,2767,Credit Card,158.74,4
2768,2768,Credit Card,145.37,4
2769,2769,Credit Card,146.43,4
2770,2770,Credit Card,98.64,7
2771,2771,Credit Card,66.11,3
2772,2772,Boleto,175.32,1
2773,2773,Boleto,277.75,1
2774,2774,Credit Card,148.15,2
2775,2775,Credit Card,72.16,1
2776,2776,Credit Card,46.01,4
2777,2777,Boleto,85.48,1
2778,2778,Credit Card,49.42,4
2779,2779,Credit Card,105.63,1
2780,2780,Credit Card,47.17,2
2781,2781,Boleto,198.72,1
2782,2782,Credit Card,272.16,2
2783,2783,Credit Card,212.27,4
2784,2784,Credit Card,163.5,10
2785,2785,Voucher,155.82,1
2786,2786,Credit Card,103.39,2
2787,2787,Boleto,109.79,1
2788,2788,Boleto,616.98,1
2789,2789,Credit Card,266.0,6
2790,2790,Voucher,144.56,1
2791,2791,Credit Card,34.22,1
2792,2792,Boleto,129.73,1
2793,2793,Boleto,922.02,1
2794,2794,Credit Card,149.86,4
2795,2795,Credit Card,226.79,10
2796,2796,Credit Card,62.22,3
2797,2797,Credit Card,139.8,10
2798,2798,Credit Card,220.04,6
2799,2799,Credit Card,85.6,6
2800,2800,Credit Card,57.51,1
2801,2801,Credit Card,20.03,2
2802,2802,Credit Card,248.71,5
2803,2803,Credit Card,435.44,5
2804,2804,Credit Card,342.39,6
2805,2805,Credit Card,24.1,1
2806,2806,Credit Card,120.38,2
2807,2807,Credit Card,171.61,4
2808,2808,Credit Card,246.26,8
2809,2809,Credit Card,205.34,8
2810,2810,Credit Card,52.24,1
2811,2811,Credit Card,167.12,8
2812,2812,Credit Card,73.13,3
2813,2813,Credit Card,205.42,6
2814,2814,Credit Card,34.78,3
2815,2815,Boleto,64.1,1
2816,2816,Boleto,344.44,1
2817,2817,Credit Card,106.78,1
2818,2818,Boleto,149.02,1
2819,2819,Credit Card,206.84,5
2820,2820,Boleto,204.17,1
2821,2821,Debit Card,22.36,1
2822,2822,Credit Card,142.9,3
2823,2823,Boleto,46.69,1
2824,2824,Credit Card,421.02,5
2825,2825,Boleto,137.96,1
2826,2826,Credit Card,887.58,6
2827,2827,Credit Card,153.1,1
2828,2828,Boleto,42.03,1
2829,2829,Credit Card,197.2,10
2830,2830,Voucher,37.84,1
2831,2831,Credit Card,1104.93,10
2832,2832,Credit Card,22.77,1
2833,2833,Credit Card,115.42,1
2834,2834,Boleto,61.59,1
2835,2835,Credit Card,375.08,3
2836,2836,Credit Card,201.45,10
2837,2837,Credit Card,112.43,2
2838,2838,Credit Card,200.93,5
2839,2839,Boleto,198.07,1
2840,2840,Credit Card,102.26,1
2841,2841,Credit Card,277.79,10
2842,2842,Credit Card,38.13,1
2843,2843,Credit Card,43.14,1
2844,2844,Credit Card,130.16,2
2845,2845,Credit Card,260.91,10
