review_id,order_id,review_score,review_date
2279,5969,5,2017-10-19
2280,8728,5,2017-07-15
2281,889,5,2017-06-14
2282,7983,1,2017-06-02
2283,6494,5,2017-10-28
2284,4262,5,2018-02-07
2285,8410,1,2018-03-18
2286,5339,5,2018-04-25
2287,8409,5,2018-05-04
2288,2459,4,2018-04-24
2289,4550,4,2018-06-08
2290,3305,5,2017-05-26
2291,7472,4,2017-10-10
2292,8178,5,2017-05-03
2293,2792,1,2018-02-20
2294,1716,5,2018-05-10
2295,4744,5,2017-12-24
2296,5328,3,2017-06-06
2297,9932,5,2017-09-22
2298,7482,5,2017-07-28
2299,2195,1,2018-05-09
2300,8065,1,2017-04-18
2301,119,1,2018-02-15
2302,7250,5,2018-08-02
2303,4453,5,2018-06-06
2304,2016,4,2017-08-26
2305,2767,5,2017-10-26
2306,4132,4,2017-12-06
2307,9497,3,2018-03-07
2308,9589,4,2018-08-03
2309,2443,3,2017-02-15
2310,9390,4,2018-04-09
2311,5773,4,2017-12-21
2312,4797,4,2017-10-12
2313,1050,5,2017-12-23
2314,9420,5,2018-05-04
2315,9673,5,2018-06-23
2316,2902,4,2018-03-08
2317,8001,5,2017-12-16
2318,6444,4,2017-12-08
2319,2197,3,2017-06-07
2320,2708,4,2017-12-19
2321,2587,5,2017-05-20
2322,3115,5,2017-05-24
2323,1980,1,2018-02-22
2324,6885,5,2018-04-11
2325,5676,4,2018-07-02
2326,4912,5,2018-02-07
2327,8445,1,2017-09-27
2328,517,4,2018-03-24
2329,3728,4,2018-06-15
2330,3721,4,2018-02-24
2331,5236,5,2018-07-28
2332,6376,5,2018-02-20
2333,9092,5,2017-03-18
2334,4038,4,2017-06-29
2335,7221,5,2017-04-19
2336,6064,5,2018-06-19
2337,1910,5,2018-08-21
2338,3191,4,2018-07-11
2339,7492,1,2018-07-22
2340,526,5,2018-08-29
2341,5,4,2018-08-14
2342,2688,5,2018-01-20
2343,1133,5,2018-08-10
2344,8168,3,2017-05-17
2345,5027,5,2018-07-12
2346,7070,5,2017-03-29
2347,9145,5,2018-02-04
2348,651,5,2017-07-04
2349,2216,5,2018-06-08
2350,5515,4,2018-04-03
2351,3984,1,2018-01-28
2352,3558,5,2017-10-12
2353,2633,5,2018-01-25
2354,337,5,2017-10-14
2355,7522,1,2018-03-15
2356,1530,4,2017-09-09
2357,2608,5,2017-06-22
2358,8675,5,2018-08-24
2359,2093,5,2018-04-21
2360,4938,5,2018-08-25
2361,7232,5,2018-04-26
2362,9536,5,2018-04-06
2363,2503,5,2018-05-22
2364,8812,5,2018-08-29
2365,932,5,2018-01-26
2366,5185,5,2017-12-08
2367,114,5,2017-08-25
2368,8828,5,2017-12-06
2369,2518,4,2017-12-12
2370,4983,4,2017-05-24
2371,9152,3,2018-03-02
2372,8530,4,2018-01-18
2373,7202,1,2018-06-01
2374,4381,5,2017-02-09
2375,6932,4,2017-05-06
2376,5835,4,2017-11-28
2377,3375,1,2018-08-08
2378,957,5,2018-08-24
2379,3384,5,2017-08-09
2380,3280,1,2017-07-14
2381,5222,5,2017-03-14
2382,7765,5,2018-03-13
2383,4176,5,2018-03-08
2384,9578,5,2018-04-25
2385,3356,5,2017-10-04
2386,9147,4,2018-08-29
2387,2875,5,2018-03-28
2388,7667,5,2018-03-30
2389,2149,1,2018-02-21
2390,8807,1,2018-05-30
2391,4281,4,2017-05-18
2392,475,3,2017-06-27
2393,5539,4,2018-08-12
2394,2952,5,2017-11-10
2395,8907,5,2018-08-08
2396,3269,5,2017-12-20
2397,2891,5,2018-06-03
2398,4247,5,2017-11-10
2399,7766,5,2017-02-25
2400,1172,4,2018-01-04
2401,6236,1,2018-01-26
2402,5203,1,2017-11-10
2403,6518,5,2018-08-11
2404,3844,3,2018-07-10
2405,8099,3,2018-08-24
2406,4947,4,2017-12-18
2407,7270,4,2017-09-27
2408,7537,4,2017-09-18
2409,112,5,2018-07-04
2410,2152,5,2017-05-23
2411,9205,2,2017-08-27
2412,4212,5,2017-02-11
2413,70,4,2018-02-01
2414,7305,5,2018-07-14
2415,5931,4,2017-12-15
2416,8048,1,2018-02-07
2417,7869,5,2017-05-17
2418,1576,1,2018-08-08
2419,2364,5,2018-01-17
2420,2774,5,2018-04-19
2421,9396,1,2017-06-22
2422,7516,1,2018-07-26
2423,2657,3,2017-11-30
2424,8895,4,2017-07-20
2425,4844,5,2018-08-12
2426,1681,5,2018-03-27
2427,6497,1,2018-03-18
2428,8556,1,2018-06-15
2429,7280,2,2018-05-16
2430,6255,3,2017-11-02
2431,9176,5,2018-07-24
2432,1568,5,2018-07-27
2433,8626,5,2017-12-10
2434,9074,4,2017-07-25
2435,7411,5,2018-02-17
2436,3309,2,2018-03-09
2437,638,5,2018-04-10
2438,9437,5,2018-08-16
2439,254,5,2018-04-17
2440,9509,5,2018-06-30
2441,9910,2,2018-03-16
2442,5471,5,2018-06-10
2443,6847,2,2017-12-28
2444,1813,4,2018-06-21
2445,2172,5,2018-08-16
2446,9537,5,2017-08-22
2447,8763,4,2018-05-17
2448,5179,5,2017-09-01
2449,2594,5,2018-08-16
2450,9687,5,2017-03-02
2451,3530,5,2018-08-25
2452,4024,5,2018-06-12
2453,9678,5,2018-04-11
2454,6718,1,2018-08-16
2455,7454,5,2017-05-03
2456,6766,5,2018-07-05
2457,6422,5,2018-04-04
2458,6841,4,2018-06-27
2459,4195,5,2017-05-10
2460,5829,4,2017-12-23
2461,4545,5,2018-05-19
2462,9291,5,2018-04-17
2463,7143,3,2017-02-19
2464,497,4,2017-09-23
2465,8805,4,2018-05-05
2466,3136,1,2017-12-20
2467,4404,5,2018-06-22
2468,4963,1,2018-07-10
2469,8951,5,2018-07-07
2470,4824,5,2017-08-31
2471,7076,5,2018-07-26
2472,7124,1,2018-04-27
2473,8651,1,2018-04-24
2474,4635,1,2018-01-04
2475,9251,5,2018-06-02
2476,4400,5,2018-02-09
2477,2507,5,2017-10-04
2478,7052,5,2018-05-19
2479,6873,5,2017-06-06
2480,2782,4,2018-05-18
2481,7921,4,2017-07-30
2482,5410,5,2018-05-10
2483,4630,5,2018-07-06
2484,9628,5,2017-05-04
2485,1454,1,2018-02-18
2486,7726,5,2017-05-27
2487,65,5,2018-03-01
2488,9870,1,2017-12-19
2489,4264,1,2017-03-18
2490,6566,1,2018-04-19
2491,5671,1,2018-08-14
2492,8335,1,2018-08-11
2493,7160,5,2017-08-17
2494,2400,4,2018-06-29
2495,5786,5,2018-03-15
2496,9631,1,2017-12-17
2497,6471,5,2018-04-07
2498,4225,4,2018-07-17
2499,4483,4,2018-01-04
2500,7619,5,2017-12-15
2501,916,5,2018-01-29
2502,9844,5,2018-05-09
2503,8842,5,2018-01-18
2504,6710,5,2017-07-18
2505,5916,5,2017-12-01
2506,731,4,2018-02-24
2507,4327,5,2018-07-27
2508,486,3,2018-03-29
2509,8246,5,2018-02-24
2510,3541,5,2017-11-30
2511,9943,5,2018-06-30
2512,8312,1,2017-10-26
2513,10,3,2017-05-19
2514,7384,5,2017-09-27
2515,6099,5,2018-05-17
2516,2059,5,2018-04-25
2517,4523,5,2017-11-26
2518,3893,5,2017-07-22
2519,7246,3,2017-11-26
2520,709,4,2018-04-10
2521,9104,5,2017-08-05
2522,5518,5,2018-04-19
2523,2690,2,2018-08-11
2524,444,5,2018-02-06
2525,1208,5,2017-09-16
2526,7467,5,2017-05-09
2527,8681,4,2018-08-05
2528,1862,5,2017-08-31
2529,739,4,2017-12-15
2530,5254,5,2018-06-07
2531,464,5,2018-01-17
2532,5806,5,2018-08-01
2533,536,5,2018-01-23
2534,5100,1,2017-12-30
2535,738,5,2018-07-17
2536,1551,4,2017-10-11
2537,4170,5,2017-11-24
2538,5333,5,2017-08-26
2539,8971,5,2018-04-26
2540,2186,4,2017-11-09
2541,7655,5,2017-08-18
2542,479,5,2018-07-05
2543,6618,5,2018-04-17
2544,2387,5,2018-08-29
2545,3158,5,2017-08-01
2546,1638,5,2017-05-03
2547,4365,4,2017-12-14
2548,225,1,2017-12-07
2549,564,5,2018-02-17
2550,6858,5,2018-03-15
2551,3580,5,2017-06-24
2552,6442,4,2018-08-14
2553,3176,4,2017-12-25
2554,9364,4,2018-08-10
2555,9815,4,2017-10-06
2556,4519,2,2017-08-01
2557,3712,5,2018-08-17
2558,6563,4,2017-12-29
2559,8815,1,2017-09-30
2560,149,4,2017-09-14
2561,8261,5,2017-12-07
2562,6829,1,2017-11-29
2563,2569,5,2018-08-22
2564,2653,3,2018-06-03
2565,7267,2,2017-08-15
2566,6359,1,2018-03-15
2567,1335,4,2017-03-05
2568,6864,5,2018-03-20
2569,3696,2,2018-05-08
2570,2535,4,2017-12-07
2571,3713,2,2018-07-04
2572,1742,5,2018-05-04
2573,9811,4,2017-08-29
2574,8819,3,2017-12-22
2575,3212,1,2018-04-11
2576,4845,4,2018-07-08
2577,6535,5,2018-05-19
2578,454,5,2018-08-18
2579,6425,5,2017-06-30
2580,915,5,2017-09-22
2581,6757,1,2018-06-22
2582,4697,5,2018-06-30
2583,5367,1,2017-08-11
2584,3178,1,2017-07-22
2585,1704,1,2017-05-01
2586,7707,4,2018-08-11
2587,7127,5,2017-08-22
2588,183,5,2017-06-29
2589,6924,5,2018-03-09
2590,2260,5,2018-04-06
2591,9470,5,2018-04-18
2592,2307,1,2018-08-03
2593,1158,5,2017-07-12
2594,2662,4,2017-06-23
2595,5946,4,2018-07-14
2596,3489,5,2018-05-15
2597,647,5,2018-01-12
2598,3962,5,2018-03-28
2599,4863,5,2018-06-21
2600,7242,1,2018-06-30
2601,520,5,2018-03-06
2602,3130,4,2018-02-23
2603,6557,5,2018-01-07
2604,8216,5,2018-06-27
2605,3832,5,2018-03-29
2606,7097,5,2018-01-13
2607,2432,4,2018-05-05
2608,4114,5,2018-05-22
2609,5298,5,2018-03-08
2610,4468,3,2018-05-08
2611,6581,4,2018-08-18
2612,7833,4,2018-01-26
2613,666,5,2017-05-30
2614,6085,2,2017-07-07
2615,1243,5,2018-03-20
2616,3311,5,2017-05-13
2617,4954,3,2017-06-01
2618,1641,5,2017-08-02
2619,6202,1,2018-03-31
2620,7883,4,2017-08-22
2621,2617,4,2018-07-14
2622,2665,1,2017-12-15
2623,980,5,2018-08-22
2624,8723,5,2017-05-09
2625,2501,1,2017-08-11
2626,2616,5,2017-11-28
2627,5880,1,2017-05-16
2628,6749,4,2018-04-07
2629,4560,3,2018-03-27
2630,3129,5,2018-07-27
2631,312,4,2018-01-01
2632,5454,5,2018-05-11
2633,691,5,2018-05-18
2634,4846,2,2017-11-30
2635,7910,5,2017-05-21
2636,528,5,2017-12-24
2637,3374,5,2017-12-16
2638,3188,5,2017-12-06
2639,7841,5,2018-07-21
2640,3576,2,2018-07-25
2641,3382,5,2018-03-03
2642,5496,5,2018-07-31
2643,2036,5,2017-05-17
2644,5997,5,2017-12-29
2645,7400,4,2018-01-09
2646,5082,1,2018-01-27
2647,2885,5,2017-12-06
2648,3636,5,2018-07-25
2649,7138,3,2018-02-15
2650,419,5,2018-03-15
2651,8196,4,2017-06-14
2652,4499,4,2018-05-24
2653,93,4,2018-05-15
2654,3635,1,2017-09-23
2655,4607,4,2017-07-08
2656,4071,3,2017-11-28
2657,2669,5,2017-08-03
2658,7489,3,2017-05-20
2659,4688,3,2017-11-24
2660,3104,4,2018-03-02
2661,208,5,2018-04-26
2662,4235,4,2017-12-02
2663,1589,3,2018-06-23
2664,5352,1,2017-12-19
2665,1433,5,2017-11-10
2666,6495,2,2018-06-07
2667,4909,5,2017-07-13
2668,9913,5,2018-06-19
2669,6179,5,2017-09-09
2670,8542,5,2018-06-14
2671,8268,5,2017-12-16
2672,8037,4,2018-04-21
2673,7053,5,2018-08-07
2674,9454,5,2018-02-10
2675,8055,1,2017-10-25
2676,3205,5,2018-03-23
2677,1431,5,2018-06-12
2678,5210,5,2017-08-25
2679,9369,5,2018-08-14
2680,6306,5,2018-05-25
2681,1954,5,2018-06-07
2682,8171,5,2017-09-09
2683,1806,5,2017-04-13
2684,2321,4,2018-04-14
2685,602,5,2017-08-22
2686,4625,1,2017-09-22
2687,695,4,2018-03-14
2688,1914,5,2017-02-14
2689,1140,1,2018-02-16
2690,4194,5,2018-02-16
2691,6955,5,2017-06-15
2692,6639,5,2018-05-30
2693,3764,5,2017-07-11
2694,2591,5,2018-05-16
2695,1459,5,2017-08-05
2696,4511,5,2017-09-14
2697,7936,5,2017-12-12
2698,1015,4,2018-06-05
2699,7414,2,2017-11-18
2700,7365,3,2018-06-07
2701,7096,5,2018-01-17
2702,4210,5,2017-08-05
2703,6883,1,2017-08-31
2704,4144,4,2018-02-23
2705,2557,3,2017-05-29
2706,2226,5,2018-07-21
2707,4611,4,2017-02-24
2708,4768,1,2018-04-05
2709,4416,3,2017-06-23
2710,6856,5,2017-12-01
2711,7637,5,2018-07-29
2712,7665,1,2017-12-06
2713,9371,5,2018-07-06
2714,7732,3,2018-07-24
2715,5577,3,2017-08-18
2716,7795,5,2017-10-07
2717,8228,5,2018-05-01
2718,5215,4,2018-07-11
2719,8517,4,2017-03-23
2720,8489,5,2018-07-25
2721,3781,5,2017-12-22
2722,5107,5,2018-07-28
2723,361,5,2017-08-08
2724,6138,3,2018-06-08
2725,693,5,2018-03-18
2726,7131,1,2017-12-29
2727,7420,1,2018-01-29
2728,4021,5,2018-03-22
2729,3330,1,2018-02-27
2730,2133,5,2018-05-15
2731,7461,5,2018-03-06
2732,5778,3,2018-02-07
2733,5630,1,2017-12-14
2734,3837,1,2018-02-21
2735,3960,3,2018-01-24
2736,3437,2,2018-08-01
2737,4542,5,2018-08-21
2738,9367,5,2018-02-10
2739,5711,5,2017-06-07
2740,7419,1,2017-11-02
2741,8631,5,2017-07-23
2742,1625,5,2017-05-09
2743,7092,4,2017-03-15
2744,2338,4,2018-08-01
2745,8087,5,2017-05-03
2746,9244,5,2018-07-26
2747,9323,5,2017-12-12
2748,9110,5,2018-08-07
2749,2077,4,2018-07-12
2750,7258,5,2017-06-30
2751,2324,5,2018-06-12
2752,8737,2,2018-04-15
2753,8274,5,2017-04-28
2754,7008,5,2017-05-31
2755,7042,5,2018-04-05
2756,4352,3,2018-04-22
2757,5679,5,2018-05-23
2758,4056,5,2018-04-25
2759,2562,5,2018-03-30
2760,8519,5,2018-08-31
2761,3312,1,2018-07-21
2762,7387,5,2018-05-04
2763,3602,3,2017-09-23
2764,4723,5,2017-06-20
2765,3535,3,2018-03-17
2766,269,5,2018-06-02
2767,8089,1,2017-05-17
2768,8081,4,2018-07-12
2769,6162,4,2018-02-23
2770,4283,5,2017-06-15
2771,9036,5,2017-08-05
2772,2193,5,2017-05-20
2773,4756,4,2018-04-03
2774,376,5,2018-03-16
2775,8486,2,2017-07-12
2776,3871,1,2018-08-09
2777,5121,5,2017-02-04
2778,6225,1,2018-03-23
2779,8779,4,2018-01-20
2780,4276,5,2018-01-31
2781,9917,5,2017-05-05
2782,1470,4,2017-11-01
2783,8580,1,2018-04-12
2784,5065,5,2018-06-19
2785,1303,5,2018-05-24
2786,1909,1,2018-03-28
2787,8967,4,2017-07-22
2788,9114,3,2018-01-27
2789,5344,5,2018-05-05
2790,8129,3,2017-09-22
2791,2806,5,2017-11-23
2792,7570,2,2018-06-29
2793,1661,5,2018-07-10
2794,3306,4,2017-07-20
2795,2983,5,2017-12-09
2796,2579,5,2018-03-27
2797,9435,3,2018-03-13
2798,3786,5,2017-10-07
2799,4312,5,2018-06-08
2800,4687,1,2017-12-21
2801,5169,5,2017-07-29
2802,8899,4,2018-06-16
2803,7018,5,2018-01-27
2804,6978,5,2017-11-17
2805,2714,4,2018-03-29
2806,211,5,2018-01-13
2807,2656,5,2018-03-24
2808,2254,5,2017-12-11
2809,4972,5,2018-07-07
2810,5424,4,2018-08-18
2811,5763,2,2017-06-03
2812,8308,4,2017-07-14
2813,8024,3,2018-04-19
2814,8578,4,2017-08-23
2815,4576,5,2018-07-21
2816,2794,5,2017-09-14
2817,1723,5,2017-06-27
2818,1464,5,2017-08-16
2819,2655,3,2018-08-24
2820,3045,5,2018-01-30
2821,6910,4,2017-10-20
2822,5670,5,2017-12-21
2823,6488,1,2018-02-07
2824,96,5,2018-05-26
2825,1083,5,2018-03-17
2826,4324,5,2018-07-27
2827,4405,5,2018-05-18
2828,9663,4,2018-02-01
2829,493,5,2017-11-08
2830,3134,4,2017-09-30
2831,1594,5,2018-08-08
2832,9279,3,2018-01-20
2833,7194,4,2017-11-17
2834,392,5,2018-06-15
2835,5902,4,2018-02-28
2836,8221,4,2018-03-24
2837,8205,5,2018-03-28
2838,1132,5,2017-12-22
2839,135,4,2017-10-14
2840,1781,5,2017-12-06
2841,9081,5,2017-08-22
2842,4434,3,2017-05-11
2843,5714,5,2018-02-20
2844,6023,5,2018-04-13
2845,84,5,2018-05-03
2846,9728,2,2018-06-30
2847,3413,1,2018-04-07
2848,7564,4,2017-06-02
2849,5466,5,2018-07-07
2850,4105,5,2018-04-28
2851,2274,5,2017-03-17
2852,4556,1,2017-07-29
2853,3619,5,2018-02-21
2854,1361,3,2017-12-05
2855,4072,5,2017-10-10
2856,1936,5,2017-09-21
2857,4477,1,2018-07-29
2858,6502,4,2018-04-25
2859,4485,5,2017-12-15
2860,706,1,2017-03-14
2861,2917,5,2017-11-08
2862,777,3,2017-10-20
2863,3546,5,2018-02-23
2864,2,2,2017-05-13
2865,9322,5,2017-09-10
2866,5212,4,2018-08-23
2867,2382,4,2017-02-21
2868,7517,5,2018-08-18
2869,9826,4,2018-07-11
2870,6294,5,2017-05-17
2871,3637,4,2017-05-28
2872,5043,5,2018-05-15
2873,8829,4,2017-09-30
2874,103,4,2017-09-30
2875,4987,1,2018-06-03
2876,4651,3,2017-09-21
2877,4934,5,2017-12-25
2878,7005,5,2017-10-21
2879,9080,5,2017-09-20
2880,9620,4,2017-12-13
2881,7593,4,2017-08-15
2882,6812,5,2017-11-14
2883,1845,4,2018-01-25
2884,2583,5,2018-08-18
2885,1494,4,2017-03-05
2886,4013,1,2017-12-14
2887,8126,5,2018-08-14
2888,2904,5,2017-11-04
2889,1457,3,2017-10-17
2890,1700,2,2017-12-20
2891,3319,2,2018-08-15
2892,194,5,2017-11-30
2893,635,1,2018-01-28
2894,3228,5,2018-07-07
2895,9475,3,2017-09-28
2896,1961,5,2017-12-03
2897,1392,1,2018-02-04
2898,4714,5,2018-05-18
2899,9230,5,2018-08-30
2900,1329,5,2018-01-06
2901,1842,4,2018-03-14
2902,8122,5,2017-11-04
2903,5289,5,2017-07-22
2904,2079,5,2017-11-24
2905,4291,5,2018-08-31
2906,9580,5,2018-02-21
2907,1136,5,2018-04-20
2908,2516,3,2018-01-17
2909,4399,5,2017-05-20
2910,2121,4,2017-09-09
2911,5571,5,2018-08-10
2912,242,5,2017-05-27
2913,9634,4,2018-07-03
2914,2014,5,2017-12-17
2915,8466,5,2018-01-21
2916,8773,5,2018-05-18
2917,4053,5,2017-05-31
2918,6899,5,2018-05-24
2919,3174,3,2018-08-29
2920,9067,4,2017-10-24
2921,9964,1,2018-02-10
2922,3140,4,2017-05-11
2923,2367,4,2017-09-10
2924,3523,5,2018-03-17
2925,7483,1,2017-06-22
2926,2191,3,2017-07-22
2927,3863,5,2017-03-15
2928,2953,5,2017-10-04
2929,6175,5,2017-11-22
2930,5055,5,2017-12-15
2931,1430,5,2018-08-01
2932,5660,4,2018-03-21
2933,7333,5,2017-04-21
2934,7082,5,2017-12-07
2935,923,4,2017-07-06
2936,2220,5,2017-06-23
2937,8993,4,2017-08-01
2938,1005,5,2018-04-14
2939,8220,3,2017-11-27
2940,1735,5,2018-02-03
2941,6448,5,2018-05-20
2942,4376,5,2018-06-02
2943,7935,3,2017-05-23
2944,6007,4,2018-06-08
2945,9096,5,2018-02-03
2946,5490,2,2018-04-08
2947,5642,5,2018-05-03
2948,803,5,2018-04-05
2949,6774,5,2017-05-09
2950,6816,5,2017-06-21
2951,2628,5,2017-05-19
2952,3034,5,2018-03-30
2953,875,5,2017-12-22
2954,9795,5,2018-02-23
2955,4224,1,2018-08-15
2956,7724,3,2018-07-28
2957,6372,5,2018-04-25
2958,4100,2,2018-03-31
2959,8769,5,2018-05-24
2960,2500,4,2017-05-16
2961,5665,5,2018-08-28
2962,5448,5,2018-05-03
2963,4829,2,2017-10-26
2964,5765,5,2017-08-29
2965,845,4,2018-05-01
2966,1957,5,2017-12-08
2967,6650,5,2017-12-08
2968,4406,5,2018-07-24
2969,5457,1,2018-04-18
2970,1897,1,2017-10-04
2971,5270,1,2018-02-02
2972,1223,5,2018-08-02
2973,7191,4,2018-06-05
2974,1873,5,2017-10-28
2975,3858,1,2018-03-14
2976,3699,4,2017-06-08
2977,7155,4,2018-06-23
2978,1086,4,2018-04-06
2979,6520,1,2017-12-23
2980,2229,5,2018-06-13
2981,4999,5,2018-06-09
2982,281,4,2018-08-10
2983,3078,5,2017-11-30
2984,2807,5,2017-07-18
2985,3586,5,2017-11-14
2986,6026,5,2018-05-19
2987,57,5,2017-12-23
2988,1438,5,2018-05-18
2989,9165,4,2018-02-27
2990,5559,5,2017-09-19
2991,9619,4,2018-03-29
2992,4893,5,2018-03-16
2993,1429,1,2018-03-23
2994,7161,4,2017-05-13
2995,6526,5,2018-04-25
2996,864,5,2018-07-22
2997,1878,4,2018-08-18
2998,5265,1,2017-12-20
2999,1495,5,2017-12-07
3000,5952,3,2018-07-03
3001,705,1,2017-11-01
3002,3691,5,2018-08-01
3003,7611,4,2017-08-29
3004,2966,4,2017-12-10
3005,9468,3,2018-02-23
3006,9269,3,2017-08-29
3007,9086,3,2018-05-06
3008,1006,5,2017-05-04
3009,8903,1,2018-07-27
3010,3896,5,2017-09-14
3011,9490,3,2018-06-05
3012,9655,3,2017-08-08
3013,1709,4,2018-03-17
3014,4631,5,2018-06-06
3015,6251,3,2018-07-08
3016,228,5,2017-12-14
3017,9275,2,2018-01-28
3018,9452,4,2017-01-31
3019,4439,5,2018-05-19
3020,8266,5,2017-02-25
3021,3293,5,2018-06-13
3022,3990,3,2017-06-17
3023,6395,5,2017-03-26
3024,6044,4,2018-08-24
3025,8649,5,2018-01-31
3026,3265,5,2018-02-28
3027,1289,5,2017-07-20
3028,5073,1,2017-05-13
3029,5500,3,2017-05-23
3030,1184,4,2017-11-29
3031,1271,5,2018-08-21
3032,6981,1,2018-08-04
3033,1145,5,2018-04-14
3034,5796,4,2018-04-08
3035,2494,5,2018-08-28
3036,2712,5,2018-07-21
3037,7309,5,2018-06-02
3038,5960,5,2017-07-28
3039,9310,1,2017-12-20
3040,570,5,2017-08-03
3041,2524,5,2018-08-03
3042,8987,5,2018-06-23
3043,8522,4,2017-05-12
3044,3682,4,2018-07-01
3045,6346,4,2017-11-29
3046,4147,4,2017-11-04
3047,5494,5,2018-08-14
3048,8362,5,2018-04-06
3049,72,3,2018-03-03
3050,6101,5,2018-06-29
3051,9329,5,2018-02-07
3052,8085,5,2018-05-19
3053,5968,1,2018-04-13
3054,8844,5,2017-10-18
3055,5513,1,2017-12-16
3056,9720,5,2018-08-23
3057,8784,5,2017-11-28
3058,3714,4,2018-07-11
3059,1089,5,2017-08-23
3060,5527,5,2018-03-21
3061,7550,5,2018-05-22
3062,2773,5,2018-05-21
3063,5975,3,2018-05-16
3064,2880,5,2018-04-18
3065,3804,5,2017-07-08
3066,1436,5,2018-01-17
3067,593,4,2018-06-09
3068,7603,3,2017-12-22
3069,4540,2,2017-10-24
3070,8774,4,2018-08-08
3071,5207,4,2018-01-27
3072,7359,5,2017-10-18
3073,1918,5,2018-08-19
3074,6862,1,2018-03-18
3075,532,5,2017-09-12
3076,2230,5,2017-07-28
3077,9599,5,2017-08-04
3078,4126,4,2017-10-04
3079,1074,1,2018-02-27
3080,6772,5,2017-01-28
3081,9317,4,2017-11-23
3082,7992,4,2018-06-16
3083,106,4,2018-02-03
3084,6019,5,2017-10-31
3085,7974,5,2018-04-17
3086,1375,4,2017-02-23
3087,257,1,2018-03-16
3088,4226,1,2018-03-03
3089,8101,5,2018-04-27
3090,6914,1,2017-05-04
3091,8050,5,2017-11-23
3092,9605,3,2018-01-11
3093,8581,2,2018-06-13
3094,2919,5,2017-12-12
3095,4795,5,2018-07-13
3096,4374,5,2017-04-16
3097,8524,4,2017-12-19
3098,9768,5,2018-02-01
3099,294,4,2017-08-11
3100,7675,5,2018-04-13
3101,6390,5,2017-12-14
3102,921,4,2017-03-22
3103,4047,4,2017-09-28
3104,9444,1,2018-05-19
3105,7020,5,2018-05-11
3106,4203,4,2017-06-01
3107,3606,1,2017-06-22
3108,746,5,2018-06-20
3109,5453,1,2017-04-04
3110,5748,4,2017-09-13
3111,6345,1,2017-10-13
3112,9256,2,2017-04-29
3113,886,2,2018-06-27
3114,1719,1,2017-10-28
3115,8213,5,2018-01-06
3116,1943,5,2018-06-19
3117,8352,4,2018-01-24
3118,534,3,2018-04-03
3119,1975,5,2017-06-17
3120,3144,3,2018-03-21
3121,9747,5,2018-04-21
3122,6922,5,2017-07-06
3123,8491,5,2018-05-22
3124,1577,5,2017-10-10
3125,6729,5,2018-08-22
3126,5509,5,2017-07-27
3127,8392,5,2017-10-04
3128,8998,5,2018-05-29
3129,990,4,2017-10-19
3130,3038,5,2018-05-16
3131,5751,5,2018-06-15
3132,5480,5,2017-09-02
3133,3521,3,2017-05-26
3134,9788,5,2018-07-11
3135,9394,5,2017-07-08
3136,5846,3,2018-05-17
3137,4889,4,2018-01-19
3138,2490,3,2018-07-26
3139,5932,5,2017-12-06
3140,1880,1,2017-11-04
3141,1252,5,2017-11-01
3142,2721,5,2017-05-11
3143,1072,1,2018-02-21
3144,1931,4,2018-04-04
3145,4083,5,2018-06-06
3146,3539,5,2017-07-08
3147,4721,5,2018-04-06
3148,1469,5,2017-12-13
3149,8686,5,2018-07-13
3150,2009,5,2017-07-22
3151,1619,4,2017-06-20
3152,6675,5,2017-08-17
3153,7846,1,2017-09-24
3154,6003,1,2018-08-30
3155,4357,5,2018-07-10
3156,4093,5,2017-04-12
3157,2921,5,2018-08-08
3158,7596,5,2017-12-08
3159,9969,5,2018-08-30
3160,9071,5,2018-03-21
3161,6386,3,2017-06-27
3162,8287,1,2018-06-27
3163,5894,5,2017-09-14
3164,8831,4,2017-11-15
3165,3665,5,2018-01-19
3166,2469,5,2017-09-21
3167,5208,4,2017-05-03
3168,2879,5,2018-06-07
3169,3976,4,2018-07-13
3170,8291,4,2017-08-09
3171,6186,4,2017-09-22
3172,5311,1,2017-12-09
3173,8719,5,2018-07-13
3174,7860,5,2018-05-10
3175,8007,5,2018-08-29
3176,6958,5,2017-08-25
3177,1003,5,2017-08-24
3178,5422,5,2018-05-01
3179,5650,5,2018-03-22
3180,176,5,2018-08-28
3181,2599,5,2017-12-02
3182,714,3,2017-03-15
3183,1249,5,2018-02-20
3184,3359,3,2017-09-14
3185,2446,5,2018-08-30
3186,2593,5,2018-06-23
3187,4197,4,2018-05-06
3188,8116,1,2018-04-11
3189,5517,3,2017-12-14
3190,4294,5,2017-08-02
3191,5378,3,2017-06-19
3192,9335,2,2017-08-10
3193,3254,5,2018-02-27
3194,2127,1,2018-07-12
3195,9462,4,2018-04-12
3196,4726,4,2018-02-07
3197,8452,5,2017-03-11
3198,1330,5,2017-08-26
3199,3747,3,2018-03-10
3200,1888,5,2017-12-01
3201,26,5,2018-04-24
3202,6369,5,2018-06-12
3203,8058,1,2017-12-19
3204,6284,5,2017-11-17
3205,9273,5,2018-03-17
3206,3204,4,2017-05-16
3207,7693,5,2018-06-14
3208,1291,5,2017-06-02
3209,8984,3,2017-12-04
3210,3048,4,2018-02-21
3211,4113,3,2018-05-04
3212,6234,5,2017-12-20
3213,9531,4,2018-03-22
3214,420,5,2017-12-06
3215,8691,5,2018-04-11
3216,9845,5,2018-01-30
