product_id,product_name,category,price
1534,Health Beauty Item #110592,Health Beauty,119.9
1535,Bed Bath Table Item #607ef4,Bed Bath Table,119.9
1536,Electronics Item #f7b6ca,Electronics,38.9
1537,Bed Bath Table Item #e4c7ed,Bed Bath Table,72.9
1538,Fashion Bags Accessories Item #214e5e,Fashion Bags Accessories,69.99
1539,Health Beauty Item #8378dd,Health Beauty,25.0
1540,Health Beauty Item #5e3b4b,Health Beauty,83.45
1541,Health Beauty Item #4ef289,Health Beauty,119.9
1542,Electronics Item #cf18e9,Electronics,63.99
1543,Sports Leisure Item #a2105c,Sports Leisure,102.0
1544,Auto Item #a5ffaf,Auto,45.9
1545,Watches Gifts Item #491091,Watches Gifts,19.9
1546,Sports Leisure Item #11875b,Sports Leisure,65.0
1547,Stationery Item #ab330e,Stationery,39.9
1548,Toys Item #3d36ef,Toys,274.99
1549,Books Technical Item #234af6,Books Technical,87.0
1550,Furniture Decor Item #cf7800,Furniture Decor,299.99
1551,Housewares Item #3003a2,Housewares,64.9
1552,Fashion Bags Accessories Item #b587e5,Fashion Bags Accessories,35.98
1553,Bed Bath Table Item #439d0c,Bed Bath Table,54.9
1554,Baby Item #9abb00,Baby,40.0
1555,Furniture Decor Item #a064fb,Furniture Decor,55.0
1556,Telephony Item #6ed25c,Telephony,34.99
1557,Housewares Item #d529c2,Housewares,119.9
1558,Art Item #a6579a,Art,99.0
1559,Consoles Games Item #22a816,Consoles Games,415.9
1560,Bed Bath Table Item #746cc9,Bed Bath Table,34.9
1561,Health Beauty Item #341d85,Health Beauty,129.9
1562,Bed Bath Table Item #625522,Bed Bath Table,58.99
1563,Small Appliances Item #e5d446,Small Appliances,203.5
1564,Health Beauty Item #43b54d,Health Beauty,110.32
1565,Home Appliances Item #50d777,Home Appliances,26.0
1566,Garden Tools Item #8163c8,Garden Tools,172.4
1567,Perfumery Item #5dfc84,Perfumery,29.9
1568,Stationery Item #566d15,Stationery,129.9
1569,Sports Leisure Item #6cbb9a,Sports Leisure,112.0
1570,Computers Accessories Item #51b0fb,Computers Accessories,49.99
1571,Health Beauty Item #d1c5f5,Health Beauty,79.9
1572,Market Place Item #83a26c,Market Place,94.99
1573,Pet Shop Item #c3504a,Pet Shop,69.99
1574,Garden Tools Item #028512,Garden Tools,114.9
1575,Fashion Male Clothing Item #716854,Fashion Male Clothing,49.9
1576,Computers Accessories Item #62d41a,Computers Accessories,236.61
1577,Bed Bath Table Item #f77dd3,Bed Bath Table,25.0
1578,Fixed Telephony Item #44af7e,Fixed Telephony,419.99
1579,Sports Leisure Item #3db8ae,Sports Leisure,99.0
1580,Telephony Item #61ff96,Telephony,28.33
1581,Telephony Item #f9cce3,Telephony,309.9
1582,Auto Item #86b29e,Auto,69.0
1583,Baby Item #055019,Baby,77.0
1584,Perfumery Item #6ae7f4,Perfumery,23.9
1585,Toys Item #0a6cf0,Toys,36.75
1586,Housewares Item #12679a,Housewares,194.5
1587,Health Beauty Item #297b52,Health Beauty,29.9
1588,Bed Bath Table Item #193520,Bed Bath Table,109.9
1589,Furniture Living Room Item #4f9a85,Furniture Living Room,179.99
1590,Fashion Bags Accessories Item #4e46d4,Fashion Bags Accessories,35.0
1591,Construction Tools Lights Item #37f4d0,Construction Tools Lights,44.99
1592,Watches Gifts Item #052413,Watches Gifts,178.0
1593,Health Beauty Item #59bcfc,Health Beauty,199.0
1594,Electronics Item #a99658,Electronics,17.9
1595,Consoles Games Item #a72df9,Consoles Games,99.99
1596,Perfumery Item #fd18f2,Perfumery,29.9
1597,Watches Gifts Item #21addb,Watches Gifts,99.0
1598,Toys Item #a29443,Toys,139.99
1599,Stationery Item #e168af,Stationery,29.9
1600,Computers Accessories Item #99b436,Computers Accessories,180.0
1601,Watches Gifts Item #fcf41b,Watches Gifts,79.0
1602,Baby Item #9614dd,Baby,69.99
1603,Flowers Item #7620a2,Flowers,26.34
1604,Furniture Decor Item #3d6c02,Furniture Decor,125.0
1605,Computers Accessories Item #2c1b63,Computers Accessories,120.9
1606,Office Furniture Item #6cad28,Office Furniture,299.9
1607,Computers Accessories Item #9df597,Computers Accessories,66.9
1608,Bed Bath Table Item #b0c899,Bed Bath Table,29.99
1609,Furniture Decor Item #a15665,Furniture Decor,65.0
1610,Auto Item #2da571,Auto,120.0
1611,Home Construction Item #81bc8f,Home Construction,156.45
1612,Cool Stuff Item #3b3c35,Cool Stuff,349.0
1613,Musical Instruments Item #37b57a,Musical Instruments,53.9
1614,Small Appliances Item #417d96,Small Appliances,93.99
1615,Food Drink Item #be3d22,Food Drink,17.9
1616,Watches Gifts Item #af532b,Watches Gifts,299.9
1617,Costruction Tools Garden Item #fde90f,Costruction Tools Garden,47.6
1618,Housewares Item #e297db,Housewares,99.8
1619,Housewares Item #0a04f0,Housewares,70.8
1620,Small Appliances Item #3fa7fe,Small Appliances,169.99
1621,Furniture Decor Item #caf540,Furniture Decor,250.0
1622,Fashion Bags Accessories Item #f8f937,Fashion Bags Accessories,66.9
1623,Furniture Decor Item #f6f66f,Furniture Decor,124.9
1624,Sports Leisure Item #e2c329,Sports Leisure,189.99
1625,Housewares Item #b3e624,Housewares,349.99
1626,Sports Leisure Item #0116f3,Sports Leisure,99.9
1627,Fashion Male Clothing Item #9472a4,Fashion Male Clothing,199.9
1628,Bed Bath Table Item #060317,Bed Bath Table,59.0
1629,Bed Bath Table Item #4ee931,Bed Bath Table,59.99
1630,Garden Tools Item #9431a9,Garden Tools,219.0
1631,Perfumery Item #2632e1,Perfumery,106.74
1632,Bed Bath Table Item #a52ed2,Bed Bath Table,15.9
1633,Toys Item #4de1da,Toys,180.0
1634,Books General Interest Item #310b40,Books General Interest,514.9
1635,Cool Stuff Item #e572ef,Cool Stuff,7.0
1636,Telephony Item #48cf04,Telephony,31.99
1637,Auto Item #36eece,Auto,41.0
1638,Cool Stuff Item #eaa26a,Cool Stuff,86.8
1639,Perfumery Item #059ca0,Perfumery,89.63
1640,Bed Bath Table Item #98b22c,Bed Bath Table,89.9
1641,Auto Item #f06eac,Auto,65.0
1642,Furniture Decor Item #986870,Furniture Decor,19.9
1643,Office Furniture Item #cbdb9b,Office Furniture,89.98
1644,Consoles Games Item #e5b1f6,Consoles Games,44.9
1645,Pet Shop Item #7ac0d3,Pet Shop,94.9
1646,Health Beauty Item #71040c,Health Beauty,169.9
1647,Uncategorized Item #17823f,Uncategorized,274.99
1648,Bed Bath Table Item #32edb2,Bed Bath Table,69.97
1649,Bed Bath Table Item #1269d6,Bed Bath Table,16.9
1650,Fashion Bags Accessories Item #281a35,Fashion Bags Accessories,28.99
1651,Market Place Item #38e28b,Market Place,32.99
1652,Kitchen Dining Laundry Garden Furniture Item #c3002d,Kitchen Dining Laundry Garden Furniture,67.9
1653,Uncategorized Item #c230b4,Uncategorized,69.99
1654,Toys Item #b5e13c,Toys,86.57
1655,Consoles Games Item #dea59d,Consoles Games,46.69
1656,Bed Bath Table Item #4dfbe0,Bed Bath Table,119.9
1657,Bed Bath Table Item #00905d,Bed Bath Table,159.9
1658,Computers Accessories Item #93a12c,Computers Accessories,133.23
1659,Fashion Shoes Item #19fdf4,Fashion Shoes,71.82
1660,Electronics Item #9c3138,Electronics,29.1
1661,Electronics Item #420806,Electronics,38.89
1662,Housewares Item #e74c90,Housewares,219.0
1663,Health Beauty Item #3b123a,Health Beauty,7.87
1664,Agro Industry And Commerce Item #a0fe1e,Agro Industry And Commerce,21.99
1665,Bed Bath Table Item #e2e426,Bed Bath Table,40.0
1666,Bed Bath Table Item #202d6b,Bed Bath Table,28.99
1667,Sports Leisure Item #986156,Sports Leisure,39.9
1668,Sports Leisure Item #da9365,Sports Leisure,109.9
1669,Kitchen Dining Laundry Garden Furniture Item #6160c6,Kitchen Dining Laundry Garden Furniture,161.0
1670,Health Beauty Item #2527d5,Health Beauty,89.9
1671,Computers Accessories Item #d1c427,Computers Accessories,134.21
1672,Watches Gifts Item #e8ac63,Watches Gifts,199.0
1673,Baby Item #5e26cb,Baby,109.9
1674,Bed Bath Table Item #96b0a8,Bed Bath Table,54.9
1675,Stationery Item #1fc06e,Stationery,69.0
1676,Sports Leisure Item #b89832,Sports Leisure,54.9
1677,Bed Bath Table Item #ec7dad,Bed Bath Table,89.0
1678,Bed Bath Table Item #283dc4,Bed Bath Table,83.23
1679,Books General Interest Item #45448d,Books General Interest,133.9
1680,Cool Stuff Item #002af8,Cool Stuff,39.0
1681,Health Beauty Item #ca38c0,Health Beauty,184.99
1682,Furniture Decor Item #320e20,Furniture Decor,39.99
1683,Market Place Item #0bbb55,Market Place,59.99
1684,Health Beauty Item #9759a7,Health Beauty,17.0
1685,Auto Item #00de60,Auto,118.8
1686,Bed Bath Table Item #b463e7,Bed Bath Table,124.9
1687,Health Beauty Item #ccbbe3,Health Beauty,35.0
1688,Cool Stuff Item #99e51e,Cool Stuff,739.9
1689,Health Beauty Item #391f84,Health Beauty,62.9
1690,Cool Stuff Item #dc879e,Cool Stuff,299.0
1691,Baby Item #41cd33,Baby,388.0
1692,Auto Item #c6a212,Auto,47.99
1693,Home Appliances 2 Item #df0c26,Home Appliances 2,1561.0
1694,Housewares Item #ea2999,Housewares,163.9
1695,Telephony Item #de12bf,Telephony,19.9
1696,Bed Bath Table Item #e9a197,Bed Bath Table,94.9
1697,Telephony Item #c1f530,Telephony,29.99
1698,Bed Bath Table Item #1729a1,Bed Bath Table,199.9
1699,Bed Bath Table Item #acd980,Bed Bath Table,199.0
1700,Fashion Shoes Item #cd3ec6,Fashion Shoes,71.82
1701,Office Furniture Item #b92a73,Office Furniture,139.99
1702,Telephony Item #831b17,Telephony,24.99
1703,Books General Interest Item #e80981,Books General Interest,29.99
1704,Musical Instruments Item #1d1fc8,Musical Instruments,150.4
1705,Perfumery Item #5fbfa8,Perfumery,334.98
1706,Bed Bath Table Item #fcb6c4,Bed Bath Table,41.14
1707,Auto Item #8fd6e4,Auto,29.88
1708,Fashion Bags Accessories Item #df297c,Fashion Bags Accessories,24.9
1709,Bed Bath Table Item #cf583a,Bed Bath Table,19.9
1710,Bed Bath Table Item #67fc45,Bed Bath Table,16.9
1711,Health Beauty Item #6c7129,Health Beauty,69.9
1712,Stationery Item #e38938,Stationery,29.3
1713,Housewares Item #96ea06,Housewares,69.99
1714,Telephony Item #892198,Telephony,29.9
1715,Bed Bath Table Item #2b0ee2,Bed Bath Table,59.99
1716,Consoles Games Item #f9a508,Consoles Games,69.0
1717,Housewares Item #7afa8c,Housewares,169.9
1718,Garden Tools Item #760be8,Garden Tools,269.0
1719,Housewares Item #3b09eb,Housewares,109.0
1720,Perfumery Item #5f473f,Perfumery,39.99
1721,Sports Leisure Item #dc5810,Sports Leisure,139.0
1722,Telephony Item #afeeea,Telephony,186.18
1723,Bed Bath Table Item #03bb06,Bed Bath Table,129.9
1724,Cool Stuff Item #2b9496,Cool Stuff,129.99
1725,Computers Accessories Item #fc1449,Computers Accessories,149.88
1726,Bed Bath Table Item #fb783e,Bed Bath Table,99.9
1727,Sports Leisure Item #e71404,Sports Leisure,39.0
1728,Consoles Games Item #1e96e0,Consoles Games,219.9
1729,Bed Bath Table Item #9d3209,Bed Bath Table,49.95
1730,Sports Leisure Item #f68980,Sports Leisure,290.0
1731,Bed Bath Table Item #146fed,Bed Bath Table,79.9
1732,Watches Gifts Item #fdc134,Watches Gifts,149.8
1733,Sports Leisure Item #2a962e,Sports Leisure,45.9
1734,Uncategorized Item #8ef13b,Uncategorized,699.99
1735,Telephony Item #57fcac,Telephony,18.9
1736,Construction Tools Construction Item #49ae25,Construction Tools Construction,39.9
1737,Housewares Item #59f09d,Housewares,379.9
1738,Housewares Item #66077c,Housewares,99.9
1739,Computers Accessories Item #161220,Computers Accessories,99.0
1740,Food Item #1900ba,Food,41.49
1741,Telephony Item #3cf811,Telephony,29.0
1742,Health Beauty Item #6e70e2,Health Beauty,79.9
1743,Telephony Item #d787de,Telephony,19.99
1744,Construction Tools Lights Item #5ffeff,Construction Tools Lights,315.0
1745,Construction Tools Construction Item #8a3254,Construction Tools Construction,0.85
1746,Fashion Bags Accessories Item #43f88c,Fashion Bags Accessories,49.9
1747,Watches Gifts Item #63e0fb,Watches Gifts,159.5
1748,Furniture Decor Item #d663d4,Furniture Decor,18.35
1749,Health Beauty Item #f40876,Health Beauty,113.23
1750,Telephony Item #f10f55,Telephony,409.47
1751,Home Confort Item #db123b,Home Confort,76.9
1752,Health Beauty Item #a60613,Health Beauty,200.0
1753,Housewares Item #0a4070,Housewares,105.0
1754,Bed Bath Table Item #de41a3,Bed Bath Table,18.74
1755,Toys Item #fef602,Toys,139.9
1756,Health Beauty Item #b5b5a8,Health Beauty,59.9
1757,Toys Item #f23cdc,Toys,24.6
1758,Toys Item #24ad65,Toys,94.9
1759,Air Conditioning Item #98e91d,Air Conditioning,59.9
1760,Bed Bath Table Item #48fed1,Bed Bath Table,79.9
1761,Fashio Female Clothing Item #87ac7e,Fashio Female Clothing,140.3
1762,Bed Bath Table Item #8c8819,Bed Bath Table,48.9
1763,Watches Gifts Item #cc01f8,Watches Gifts,497.0
1764,Sports Leisure Item #e0bfab,Sports Leisure,54.0
1765,Furniture Decor Item #f88585,Furniture Decor,15.45
1766,Health Beauty Item #962f57,Health Beauty,310.0
1767,Health Beauty Item #7cdffa,Health Beauty,44.5
1768,Housewares Item #f0d1b9,Housewares,36.9
1769,Bed Bath Table Item #b6bdb2,Bed Bath Table,179.9
1770,Perfumery Item #fb64ca,Perfumery,16.9
1771,Auto Item #628cfb,Auto,1988.0
1772,Bed Bath Table Item #eda141,Bed Bath Table,159.0
1773,Furniture Decor Item #1fdac0,Furniture Decor,26.0
1774,Telephony Item #ab9cf1,Telephony,13.98
1775,Sports Leisure Item #cb9263,Sports Leisure,55.0
1776,Housewares Item #380db7,Housewares,19.9
1777,Baby Item #43cb1d,Baby,39.9
1778,Watches Gifts Item #4e064c,Watches Gifts,49.0
1779,Computers Accessories Item #4a351f,Computers Accessories,467.0
1780,Sports Leisure Item #1026a9,Sports Leisure,98.48
1781,Auto Item #240139,Auto,69.9
1782,Health Beauty Item #e33941,Health Beauty,38.9
1783,Garden Tools Item #ac6c36,Garden Tools,209.9
1784,Computers Accessories Item #6debe6,Computers Accessories,19.99
1785,Watches Gifts Item #951098,Watches Gifts,149.99
1786,Perfumery Item #027cdd,Perfumery,86.54
1787,Costruction Tools Tools Item #c47c31,Costruction Tools Tools,29.9
1788,Bed Bath Table Item #872c15,Bed Bath Table,66.9
1789,Auto Item #b75a05,Auto,58.45
1790,Sports Leisure Item #5ba095,Sports Leisure,39.9
1791,Sports Leisure Item #d9d319,Sports Leisure,97.0
1792,Industry Commerce And Business Item #8e7a3e,Industry Commerce And Business,110.0
1793,Telephony Item #b6ea15,Telephony,19.95
1794,Computers Accessories Item #0a4dea,Computers Accessories,51.98
1795,Costruction Tools Garden Item #3a8549,Costruction Tools Garden,410.0
1796,Construction Tools Construction Item #831bc6,Construction Tools Construction,25.9
1797,Health Beauty Item #e82773,Health Beauty,84.99
1798,Sports Leisure Item #1b92f5,Sports Leisure,25.0
1799,Furniture Decor Item #734b90,Furniture Decor,12.99
1800,Sports Leisure Item #f1c5eb,Sports Leisure,39.9
1801,Electronics Item #693f7b,Electronics,16.99
1802,Auto Item #02a566,Auto,59.9
1803,Watches Gifts Item #8b5227,Watches Gifts,519.0
1804,Watches Gifts Item #c5b720,Watches Gifts,178.98
1805,Fashion Bags Accessories Item #f4a9b2,Fashion Bags Accessories,20.3
1806,Housewares Item #30ac6d,Housewares,120.0
1807,Bed Bath Table Item #dd95c8,Bed Bath Table,79.0
1808,Fixed Telephony Item #4ef9e7,Fixed Telephony,199.9
1809,Bed Bath Table Item #be8aef,Bed Bath Table,139.9
1810,Baby Item #f2d649,Baby,28.94
1811,Sports Leisure Item #68da30,Sports Leisure,199.0
1812,Health Beauty Item #546acf,Health Beauty,65.0
1813,Housewares Item #6fd3f7,Housewares,89.9
1814,Bed Bath Table Item #3d5022,Bed Bath Table,53.99
1815,Bed Bath Table Item #289dfe,Bed Bath Table,54.9
1816,Health Beauty Item #9348cf,Health Beauty,49.0
1817,Toys Item #a72209,Toys,69.0
1818,Garden Tools Item #f522bb,Garden Tools,525.0
1819,Health Beauty Item #af53bb,Health Beauty,60.99
1820,Toys Item #83a177,Toys,64.9
1821,Electronics Item #5dbf50,Electronics,5.99
1822,Health Beauty Item #ab328a,Health Beauty,69.9
1823,Watches Gifts Item #f72c05,Watches Gifts,139.0
1824,Bed Bath Table Item #ba141e,Bed Bath Table,109.0
1825,Telephony Item #b05eda,Telephony,13.99
1826,Electronics Item #504972,Electronics,59.99
1827,Furniture Decor Item #ef7902,Furniture Decor,16.9
1828,Cool Stuff Item #163365,Cool Stuff,146.39
1829,Construction Tools Construction Item #86b22a,Construction Tools Construction,120.0
1830,Housewares Item #6ed6fb,Housewares,18.0
1831,Auto Item #a3648c,Auto,69.99
1832,Telephony Item #a3ceb9,Telephony,130.0
1833,Auto Item #f19624,Auto,199.0
1834,Baby Item #fcd525,Baby,44.99
1835,Health Beauty Item #20e5b3,Health Beauty,49.9
1836,Health Beauty Item #33334a,Health Beauty,59.9
1837,Bed Bath Table Item #d16a80,Bed Bath Table,99.9
1838,Bed Bath Table Item #4c0f34,Bed Bath Table,65.0
1839,Bed Bath Table Item #9a9469,Bed Bath Table,109.9
1840,Signaling And Security Item #8339aa,Signaling And Security,119.85
1841,Toys Item #7be620,Toys,48.5
1842,Telephony Item #184fcf,Telephony,18.99
1843,Housewares Item #4d4960,Housewares,136.9
1844,Bed Bath Table Item #39af95,Bed Bath Table,199.9
1845,Housewares Item #f62ed1,Housewares,14.63
1846,Sports Leisure Item #496fed,Sports Leisure,34.0
1847,Cool Stuff Item #d7d556,Cool Stuff,64.49
1848,Toys Item #43e09f,Toys,219.0
1849,Toys Item #c551ff,Toys,99.0
1850,Garden Tools Item #85e8e8,Garden Tools,1186.0
1851,Garden Tools Item #ee47f3,Garden Tools,137.9
1852,Cool Stuff Item #4a69ba,Cool Stuff,99.9
1853,Electronics Item #d31338,Electronics,35.0
1854,Bed Bath Table Item #fcad6e,Bed Bath Table,286.4
1855,Health Beauty Item #0e13c4,Health Beauty,119.6
1856,Telephony Item #b80921,Telephony,29.32
1857,Bed Bath Table Item #94950d,Bed Bath Table,157.0
1858,Toys Item #8eadce,Toys,200.0
1859,Fashion Shoes Item #6fa96c,Fashion Shoes,199.7
1860,Computers Accessories Item #d1a7aa,Computers Accessories,94.9
1861,Health Beauty Item #e0cf79,Health Beauty,29.9
1862,Pet Shop Item #15d8ac,Pet Shop,309.99
1863,Garden Tools Item #548ace,Garden Tools,179.9
1864,Sports Leisure Item #de7df8,Sports Leisure,26.99
1865,Electronics Item #b99e4f,Electronics,19.9
1866,Bed Bath Table Item #e61c78,Bed Bath Table,219.9
1867,Garden Tools Item #4aabcc,Garden Tools,12.9
1868,Cool Stuff Item #652698,Cool Stuff,69.0
1869,Computers Accessories Item #cbd63f,Computers Accessories,49.99
1870,Uncategorized Item #a14aea,Uncategorized,449.99
1871,Furniture Decor Item #3fc389,Furniture Decor,31.0
1872,Cool Stuff Item #268498,Cool Stuff,299.0
1873,Furniture Decor Item #764269,Furniture Decor,18.75
1874,Baby Item #262747,Baby,219.9
1875,Sports Leisure Item #662403,Sports Leisure,104.9
1876,Furniture Decor Item #84777f,Furniture Decor,166.94
1877,Furniture Decor Item #fb949f,Furniture Decor,51.9
1878,Computers Accessories Item #666a98,Computers Accessories,1189.0
1879,Watches Gifts Item #6d8096,Watches Gifts,319.9
1880,Sports Leisure Item #6a2909,Sports Leisure,23.8
1881,Toys Item #4e4337,Toys,85.0
1882,Telephony Item #143f37,Telephony,231.54
1883,Bed Bath Table Item #785365,Bed Bath Table,56.0
1884,Auto Item #452076,Auto,45.0
1885,Sports Leisure Item #77cc62,Sports Leisure,113.0
1886,Industry Commerce And Business Item #3986c6,Industry Commerce And Business,748.0
1887,Consoles Games Item #6a87e7,Consoles Games,89.99
1888,Cool Stuff Item #42ec84,Cool Stuff,104.95
1889,Sports Leisure Item #cb52e6,Sports Leisure,44.5
1890,Baby Item #dac868,Baby,209.0
1891,Auto Item #84b558,Auto,99.99
1892,Housewares Item #5abfad,Housewares,159.9
1893,Computers Accessories Item #f71a7c,Computers Accessories,90.0
1894,Fashion Bags Accessories Item #e2ec37,Fashion Bags Accessories,49.9
1895,Stationery Item #887b93,Stationery,29.0
1896,Furniture Decor Item #6f8c25,Furniture Decor,45.0
1897,Baby Item #57e089,Baby,51.9
1898,Watches Gifts Item #d47591,Watches Gifts,49.0
1899,Sports Leisure Item #038e3a,Sports Leisure,1599.0
1900,Watches Gifts Item #3d12e1,Watches Gifts,169.99
1901,Bed Bath Table Item #01a503,Bed Bath Table,99.9
1902,Housewares Item #06f24f,Housewares,42.9
1903,Sports Leisure Item #d537e5,Sports Leisure,139.9
1904,Baby Item #25a8dd,Baby,38.0
1905,Furniture Decor Item #f8ea5f,Furniture Decor,12.99
1906,Sports Leisure Item #2fa39f,Sports Leisure,83.99
1907,Office Furniture Item #bd07b6,Office Furniture,139.94
1908,Baby Item #c2a9f8,Baby,189.9
1909,Toys Item #2ec000,Toys,599.9
1910,Watches Gifts Item #df480c,Watches Gifts,669.99
1911,Toys Item #508438,Toys,79.99
1912,Bed Bath Table Item #fcb300,Bed Bath Table,69.97
1913,Sports Leisure Item #d29eec,Sports Leisure,44.99
1914,Watches Gifts Item #add32d,Watches Gifts,1349.0
1915,Health Beauty Item #9ad035,Health Beauty,290.0
1916,Electronics Item #d12ad7,Electronics,12.95
1917,Auto Item #f6a003,Auto,29.9
1918,Sports Leisure Item #b69431,Sports Leisure,51.0
1919,Garden Tools Item #a80754,Garden Tools,99.0
1920,Stationery Item #23ffe3,Stationery,43.9
1921,Musical Instruments Item #7e7904,Musical Instruments,99.0
1922,Computers Accessories Item #584d04,Computers Accessories,29.9
1923,Computers Accessories Item #bcb4f6,Computers Accessories,45.65
1924,Perfumery Item #e1608f,Perfumery,339.9
1925,Computers Accessories Item #f3dade,Computers Accessories,51.0
1926,Furniture Decor Item #f29d3d,Furniture Decor,79.99
1927,Toys Item #ad8ce3,Toys,88.9
1928,Computers Accessories Item #78819a,Computers Accessories,580.27
1929,Furniture Decor Item #7814c2,Furniture Decor,237.38
1930,Sports Leisure Item #800964,Sports Leisure,161.99
1931,Home Appliances Item #deb504,Home Appliances,108.6
1932,Furniture Decor Item #5ac4f7,Furniture Decor,49.9
1933,Baby Item #9b9687,Baby,15.99
1934,Housewares Item #b8dabe,Housewares,85.99
1935,Baby Item #3f8497,Baby,13.5
1936,Health Beauty Item #d13a4a,Health Beauty,110.32
1937,Health Beauty Item #63b6b1,Health Beauty,189.0
1938,Sports Leisure Item #5c909f,Sports Leisure,28.9
1939,Perfumery Item #6e06c5,Perfumery,10.0
1940,Watches Gifts Item #5aeece,Watches Gifts,194.9
1941,Cool Stuff Item #aac347,Cool Stuff,129.9
1942,Computers Accessories Item #d0fe42,Computers Accessories,47.4
1943,Bed Bath Table Item #9766ad,Bed Bath Table,112.4
1944,Office Furniture Item #5c087f,Office Furniture,192.99
1945,Bed Bath Table Item #99a478,Bed Bath Table,87.69
1946,Fashion Bags Accessories Item #28d7da,Fashion Bags Accessories,27.3
1947,Furniture Decor Item #fd471a,Furniture Decor,299.0
1948,Cool Stuff Item #b60aae,Cool Stuff,239.99
1949,Garden Tools Item #0e19c7,Garden Tools,579.0
1950,Auto Item #b42750,Auto,53.19
1951,Cool Stuff Item #418d48,Cool Stuff,185.67
1952,Stationery Item #f3ead0,Stationery,45.0
1953,Perfumery Item #5a0c21,Perfumery,96.99
1954,Small Appliances Item #6d1552,Small Appliances,349.99
1955,Housewares Item #d7eb92,Housewares,799.0
1956,Cool Stuff Item #86133a,Cool Stuff,373.0
1957,Air Conditioning Item #4c36e3,Air Conditioning,139.99
1958,Auto Item #52ae46,Auto,199.99
1959,Bed Bath Table Item #730f19,Bed Bath Table,13.99
1960,Computers Accessories Item #58f82c,Computers Accessories,79.0
1961,Furniture Decor Item #d9d4c1,Furniture Decor,59.9
1962,Pet Shop Item #664e36,Pet Shop,29.9
1963,Perfumery Item #b9754f,Perfumery,385.0
1964,Perfumery Item #d6c207,Perfumery,69.0
1965,Musical Instruments Item #ba90d9,Musical Instruments,139.0
1966,Fashion Bags Accessories Item #aa0816,Fashion Bags Accessories,59.0
1967,Stationery Item #c58413,Stationery,38.0
1968,Baby Item #83b003,Baby,149.99
1969,Watches Gifts Item #faee26,Watches Gifts,294.9
1970,Consoles Games Item #0ad0b4,Consoles Games,22.9
1971,Bed Bath Table Item #23227b,Bed Bath Table,64.9
1972,Health Beauty Item #3b363e,Health Beauty,309.9
1973,Health Beauty Item #619276,Health Beauty,82.95
1974,Housewares Item #233284,Housewares,30.7
1975,Sports Leisure Item #f51f0d,Sports Leisure,135.0
1976,Audio Item #e0884e,Audio,19.9
1977,Garden Tools Item #e6baba,Garden Tools,998.9
1978,Health Beauty Item #ae6f0a,Health Beauty,12.9
1979,Cool Stuff Item #2adfbd,Cool Stuff,390.0
1980,Telephony Item #a406f1,Telephony,16.9
1981,Bed Bath Table Item #0603d2,Bed Bath Table,150.0
1982,Computers Accessories Item #f6abee,Computers Accessories,54.39
1983,Perfumery Item #fdde5b,Perfumery,369.9
1984,Housewares Item #d97f2d,Housewares,25.9
1985,Computers Accessories Item #9d2ff4,Computers Accessories,394.9
1986,Housewares Item #671115,Housewares,154.98
1987,Perfumery Item #e1f3f6,Perfumery,141.9
1988,Telephony Item #b4d9c3,Telephony,39.99
1989,Auto Item #5287ec,Auto,129.0
1990,Perfumery Item #5457c0,Perfumery,379.9
1991,Baby Item #3a806a,Baby,130.0
1992,Bed Bath Table Item #772158,Bed Bath Table,59.5
1993,Bed Bath Table Item #e87093,Bed Bath Table,63.99
1994,Stationery Item #8aba3a,Stationery,110.0
1995,Baby Item #b948a6,Baby,65.0
1996,Health Beauty Item #4167a7,Health Beauty,110.32
1997,Health Beauty Item #64cc57,Health Beauty,905.15
1998,Bed Bath Table Item #16c1c1,Bed Bath Table,159.9
1999,Bed Bath Table Item #8f0ff1,Bed Bath Table,134.99
2000,Baby Item #33fb5f,Baby,399.99
2001,Cool Stuff Item #ea5650,Cool Stuff,144.99
2002,Health Beauty Item #1528d0,Health Beauty,59.9
2003,Garden Tools Item #cae79e,Garden Tools,28.0
2004,Books General Interest Item #462a59,Books General Interest,27.92
2005,Bed Bath Table Item #f6fa93,Bed Bath Table,49.95
2006,Uncategorized Item #e43443,Uncategorized,29.9
2007,Perfumery Item #436bc9,Perfumery,99.9
2008,Bed Bath Table Item #9095a5,Bed Bath Table,110.0
2009,Small Appliances Item #f4f882,Small Appliances,33.0
2010,Auto Item #56cd30,Auto,57.5
2011,Uncategorized Item #0b7fb8,Uncategorized,69.0
2012,Bed Bath Table Item #21a53d,Bed Bath Table,72.0
2013,Stationery Item #63bff8,Stationery,52.9
2014,Fashion Bags Accessories Item #9fe172,Fashion Bags Accessories,49.9
2015,Computers Accessories Item #c63ea4,Computers Accessories,179.9
2016,Consoles Games Item #8d117b,Consoles Games,44.99
2017,Uncategorized Item #8a26f3,Uncategorized,49.59
2018,Fashion Male Clothing Item #dd2316,Fashion Male Clothing,45.0
2019,Toys Item #72d3bf,Toys,38.25
2020,Bed Bath Table Item #e9ceb9,Bed Bath Table,195.99
2021,Sports Leisure Item #ae8075,Sports Leisure,79.9
2022,Electronics Item #97b3b8,Electronics,14.6
2023,Watches Gifts Item #5f315c,Watches Gifts,199.9
2024,Bed Bath Table Item #867860,Bed Bath Table,69.9
2025,Garden Tools Item #f2b264,Garden Tools,79.99
2026,Auto Item #c925e3,Auto,98.7
